level,gas,state_name,type,energy_eV,n_events
0,Ar, ELASTIC ANISOTROPIC       ARGON                  ,elastic,0.0,615306.0
1,Ar, IONISATION CHARGE STATE =1      ELOSS=   15.75961,ionisation,15.7596,93790.0
2,Ar, ATTACHMENT                                       ,attachment,0.0,2887.0
3,,,,,33.0
4,,,,,5.0
5,,,,,1.0
6,,,,,0.0
7,,,,,0.0
8,Ar, EXC 1S5    J=2 METASTABLE         ELEVEL= 11.548 ,excitation,11.548,855.0
9,Ar, EXC 1S4    J=1 RESONANT           ELEVEL= 11.624 ,excitation,11.624,3204.0
10,Ar, EXC 1S3    J=0 METASTABLE         ELEVEL= 11.723 ,excitation,11.723,164.0
11,Ar, EXC 1S2    J=1 RESONANT           ELEVEL= 11.828 ,excitation,11.828,10379.0
12,Ar, EXC 2P10   J=1                    ELEVEL= 12.907 ,excitation,12.907,317.0
13,Ar, EXC 2P9    J=3                    ELEVEL= 13.076 ,excitation,13.076,463.0
14,Ar, EXC 2P8    J=2                    ELEVEL= 13.095 ,excitation,13.095,729.0
15,Ar, EXC 2P7    J=1                    ELEVEL= 13.153 ,excitation,13.153,322.0
16,Ar, EXC 2P6    J=2                    ELEVEL= 13.172 ,excitation,13.172,681.0
17,Ar, EXC 2P5    J=0                    ELEVEL= 13.273 ,excitation,13.273,375.0
18,Ar, EXC 2P4    J=1                    ELEVEL= 13.283 ,excitation,13.283,306.0
19,Ar, EXC 2P3    J=2                    ELEVEL= 13.302 ,excitation,13.302,525.0
20,Ar, EXC 2P2    J=1                    ELEVEL= 13.328 ,excitation,13.328,176.0
21,Ar, EXC 2P1    J=0                    ELEVEL= 13.480 ,excitation,13.48,1306.0
22,Ar, EXC 3D6    J=0                    ELEVEL= 13.845 ,excitation,13.845,190.0
23,Ar, EXC 3D5    J=1 RESONANT           ELEVEL= 13.864 ,excitation,13.864,683.0
24,Ar, EXC 3D3    J=2                    ELEVEL= 13.903 ,excitation,13.903,712.0
25,Ar, EXC 3D4!   J=4                    ELEVEL= 13.979 ,excitation,13.979,662.0
26,Ar, EXC 3D4    J=3                    ELEVEL= 14.013 ,excitation,14.013,377.0
