fCF4,CF4 all,Err CF4 all
0.001,0.754,0.00868328287877451
0.002,1.4861000000000002,0.012190529029678257
0.005,3.7376,0.019332923335513667
0.01,7.3539,0.02711809612970685
0.02,14.536700000000002,0.0381272136254452
0.05,35.2066,0.05933589167359859
0.1,66.7791,0.08172172024024964
0.2,121.47019999999999,0.1102121645635464
0.5,242.2921,0.15566735007764695
1.0,378.9919,0.19467518356964914
