,N,P1,P2,P3,K1,K2,K3,K4,K5
N,1.0,-0.7097631059787333,-0.8248489879458434,4.870658708216033e-09,-0.021675545376123245,-0.013039397870489324,-0.7020146776187897,0.6392410853853319,-0.46585547461993376
P1,-0.7097631059787332,1.0000000000000002,0.46051176156793633,-0.16634217090851977,0.015384502409940168,0.009254883532650991,0.49826411802937126,-0.4537097382323096,0.3306470286034411
P2,-0.824848987945844,0.46051176156793683,1.0,0.502702815788464,0.017879051666669327,0.010755534136896235,0.5790560963569866,-0.5272773623334939,0.3842604167692831
P3,4.8706577794152584e-09,-0.16634217090851922,0.502702815788465,1.0,-1.0557439873947969e-10,-6.3510564821966e-11,-3.4192733302708744e-09,3.113524676589873e-09,-2.2690227879759808e-09
K1,-0.02167554537612259,0.01538450240993974,0.01787905166666917,-1.0557384685513165e-10,0.9999999999999999,0.24416691473000088,0.15497249203137567,-0.43845192616982104,0.7014577591509495
K2,-0.013039397870489005,0.00925488353265084,0.010755534136896325,-6.351013188644651e-11,0.2441669147300005,1.0,0.6175278879424041,-0.1749032463092661,-0.08201914328720765
K3,-0.7020146776187896,0.4982641180293714,0.5790560963569863,-3.419273601652986e-09,0.15497249203137597,0.6175278879424045,1.0,-0.5799486703713803,0.1501434860086214
K4,0.6392410853853316,-0.4537097382323097,-0.5272773623334934,3.1135249435437616e-09,-0.43845192616982137,-0.17490324630926646,-0.5799486703713803,1.0000000000000002,-0.5179387513973316
K5,-0.46585547461993354,0.3306470286034411,0.3842604167692829,-2.2690229292228635e-09,0.7014577591509498,-0.08201914328720712,0.1501434860086214,-0.5179387513973316,1.0
