type,N,P1,P2,P3,K3,K4,K5
value,0.007510044091779775,0.09787933313187226,0.20906630986688057,0.03753244605449042,0.2801551348394594,99.99999999999999,0.4087524149569917
uncertainty,0.00043985338519406884,0.007582264178564127,0.01426594583725132,0.0023579061292634614,0.017818405820593644,209.59718082392078,0.03339462813239598
