concentration,electric_field,gap_mm,pressure,ne,ni,Ar_727,ErrAr_727
1.0,1.4,3.9348,0.05,122.6,122.44,205.38336052202285,1.2943072763560612
1.0,1.5,3.145,0.05,136.95,136.51,179.09456005841548,1.1435632202413148
1.0,1.5,3.145,0.05,136.95,136.51,179.09456005841548,1.1435632202413148
1.0,10.2,4.2352,1.0,27.05,38.84,1265.3234750462107,6.839386518537488
1.0,100.0,0.1112,0.05,108.07,101.06,12.019987045433517,0.33350275360303694
1.0,100.0,0.1112,0.05,108.07,101.06,12.019987045433517,0.33350275360303694
1.0,1021.2,0.0022,10.0,87.65,86.66,65.28237307472904,0.8630222771969169
1.0,104.3,0.4769,10.0,75.38,107.52,1220.1910321040064,4.023331781211122
1.0,104.4,0.57,10.0,175.34,248.13,1200.3478955172807,2.616453775840774
1.0,11.1,0.1957,0.05,90.07,88.81,37.80393027645165,0.6478558659218456
1.0,11.1,0.1957,0.05,90.07,88.81,37.80393027645165,0.6478558659218456
1.0,111.0,0.0204,1.0,103.88,102.89,60.54100885637274,0.7634117787026123
1.0,111.0,0.3486,10.0,105.83,133.66,952.2630634035718,2.9996740876286316
1.0,114.6,0.2986,10.0,97.01,117.33,851.7987836305535,2.963195158989407
1.0,118.2,0.2598,10.0,92.63,109.29,802.6125445320091,2.943588785158605
1.0,1182.3,0.0018,10.0,82.01,81.0,57.12717961224241,0.8346184591463285
1.0,12.3,0.1807,0.05,91.3,90.11,36.36363636363637,0.6311001222732939
1.0,12.3,0.1807,0.05,91.3,90.11,36.36363636363637,0.6311001222732939
1.0,123.3,0.0179,1.0,101.31,100.27,54.32829927943934,0.7322963968410386
1.0,125.9,0.1971,10.0,111.44,125.17,675.951184493898,2.462845197187142
1.0,13.7,1.3416,1.0,87.07,93.72,563.7303319168485,2.5444939890353737
1.0,131.3,0.1627,10.0,112.21,123.55,611.3180643436414,2.3340912657283397
1.0,150.4,0.0969,10.0,105.18,109.71,465.2880775812892,2.1032668601238678
1.0,152.0,0.0146,1.0,109.42,108.29,46.81045512703345,0.6540682630262434
1.0,168.8,0.0129,1.0,106.21,105.07,44.21429243950664,0.6452063534134946
1.0,172.3,0.0618,10.0,92.59,94.79,378.7774057673615,2.0225999425942547
1.0,18.1,0.57,1.0,148.87,152.0,353.4761872774904,1.5409072082272939
1.0,18.7,0.1399,0.05,109.11,106.98,28.008431857758225,0.5066547506584274
1.0,18.7,0.1399,0.05,109.11,106.98,28.008431857758225,0.5066547506584274
1.0,18.7,0.501,1.0,120.76,122.62,332.7095064590924,1.659858446803246
1.0,182.3,0.05,10.0,71.34,72.24,353.02775441547516,2.2245279797037694
1.0,197.4,0.0416,10.0,98.8,99.79,309.60526315789474,1.7702136904044354
1.0,199.5,0.0404,10.0,116.4,117.71,297.9639175257732,1.5999460835142822
1.0,2.3,1.3952,0.05,111.59,110.76,121.28326911013531,1.0425281932379518
1.0,2.3,1.3952,0.05,111.59,110.76,121.28326911013531,1.0425281932379518
1.0,2.3,1.3967,0.05,105.4,104.51,118.96584440227703,1.0624067964579875
1.0,2.3,1.3967,0.05,105.4,104.51,118.96584440227703,1.0624067964579875
1.0,208.1,0.0107,1.0,101.78,100.55,40.381214383965414,0.6298809363263748
1.0,223.9,0.0299,10.0,111.53,111.75,261.50811440867926,1.5312522276938414
1.0,226.2,0.0291,10.0,125.39,125.79,251.45545896801977,1.4161168259455899
1.0,231.0,0.0096,1.0,97.97,96.72,35.337348167806475,0.6005793889294947
1.0,25.7,0.2222,1.0,115.82,115.86,223.5537903643585,1.3893102459340827
1.0,251.2,0.0227,10.0,109.4,109.36,223.20840950639854,1.4283893894079778
1.0,259.2,0.0211,10.0,100.27,99.95,213.85259798543933,1.4603997766310144
1.0,28.5,0.118,0.05,125.01,121.53,22.75017998560115,0.42659920409482066
1.0,28.5,0.118,0.05,125.01,121.53,22.75017998560115,0.42659920409482066
1.0,281.8,0.0175,10.0,109.63,109.29,197.53717048253216,1.3423312698456376
1.0,284.8,0.008,1.0,87.39,85.93,32.44078269824923,0.6092770116477463
1.0,297.0,0.0156,10.0,110.72,110.28,184.72723988439307,1.2916725553658488
1.0,3.5,0.7054,0.05,75.28,74.3,84.88310308182784,1.0618686977529936
1.0,3.5,0.7054,0.05,75.28,74.3,84.88310308182784,1.0618686977529936
1.0,3.9,0.6076,0.05,82.84,81.85,78.60936745533559,0.974130420175375
1.0,3.9,0.6076,0.05,82.84,81.85,78.60936745533559,0.974130420175375
1.0,31.6,0.1143,0.05,128.21,124.03,21.69097574292177,0.4113188323355498
1.0,31.6,0.1143,0.05,128.21,124.03,21.69097574292177,0.4113188323355498
1.0,31.6,0.1361,1.0,111.17,110.55,174.7233965998021,1.2536656572949065
1.0,316.2,0.0074,1.0,84.37,82.66,31.08924973331753,0.6070313157426516
1.0,316.2,0.0137,10.0,104.04,103.48,169.8481353325644,1.277703898534967
1.0,340.3,0.0118,10.0,102.93,102.22,160.5362867968522,1.2488653620302275
1.0,35.1,0.1129,1.0,114.39,113.72,155.88775242591134,1.1673792452223863
1.0,351.1,0.0112,10.0,109.45,108.68,156.21745089081773,1.1946945718727822
1.0,354.8,0.0108,10.0,81.69,80.89,155.15975027543152,1.3781772859833152
1.0,366.1,0.0103,10.0,107.79,107.09,147.11939883106038,1.1682767526754998
1.0,389.9,0.006,1.0,63.32,61.7,25.994946304485154,0.6407284515192923
1.0,389.9,0.009,10.0,88.79,87.94,144.1491158914292,1.2741599897076819
1.0,389.9,0.0093,10.0,98.72,97.97,140.63006482982172,1.1935387267954194
1.0,398.1,0.0086,10.0,94.85,94.0,137.89140748550344,1.2057296331212262
1.0,4.1,0.57,0.05,81.03,80.05,75.95952116500061,0.9682069365128744
1.0,4.1,0.57,0.05,81.03,80.05,75.95952116500061,0.9682069365128744
1.0,423.9,0.008,10.0,95.94,95.16,128.71586408171774,1.158286997609723
1.0,43.3,0.1078,0.05,133.17,128.05,18.90065330029286,0.376734339404098
1.0,43.3,0.1078,0.05,133.17,128.05,18.90065330029286,0.376734339404098
1.0,43.3,0.075,1.0,93.34,92.55,125.26248125133918,1.158448167209194
1.0,432.9,0.0077,10.0,94.12,93.31,126.61495962600934,1.1598492638133975
1.0,44.1,0.05,0.2,96.89,95.54,38.07410465476313,0.6268669476338203
1.0,446.7,0.007,10.0,77.95,77.14,123.50224502886465,1.2587206769226824
1.0,48.1,0.0638,1.0,108.64,107.78,114.82879234167893,1.0280885449046702
1.0,480.6,0.0065,10.0,112.19,111.33,115.6074516445316,1.0151163902314244
1.0,490.8,0.0062,10.0,109.39,108.57,116.11664685985922,1.0302875026201221
1.0,5.3,0.4023,0.05,82.31,81.32,60.74596039363382,0.8590776104805583
1.0,5.3,0.4023,0.05,82.31,81.32,60.74596039363382,0.8590776104805583
1.0,501.2,0.0056,10.0,72.17,71.26,112.7615352639601,1.2499773325585601
1.0,533.7,0.0046,1.0,40.45,38.76,23.856613102595794,0.7679715484306089
1.0,533.7,0.0055,10.0,97.41,96.51,106.66256031208295,1.0464156600613495
1.0,54.8,0.05,1.0,88.69,87.78,103.95760514150412,1.0826567941511154
1.0,562.3,0.0046,10.0,70.07,69.17,100.68502925645784,1.1987162467266281
1.0,568.3,0.005,10.0,104.33,103.38,99.11818268954279,0.9747024589290688
1.0,59.3,0.0456,1.0,94.61,93.72,94.14438220061304,0.9975362430430653
1.0,592.6,0.0047,10.0,109.64,108.67,96.59795695001824,0.9386408634121728
1.0,6.6,0.3175,0.05,79.46,78.46,53.20916184243645,0.8183120164615586
1.0,6.6,0.3175,0.05,79.46,78.46,53.20916184243645,0.8183120164615586
1.0,65.8,0.1059,0.05,112.09,106.23,15.5053974484789,0.37192726533456744
1.0,65.8,0.1059,0.05,112.09,106.23,15.5053974484789,0.37192726533456744
1.0,65.8,0.0393,1.0,86.17,85.24,88.97528142044796,1.01614723249241
1.0,657.9,0.004,10.0,103.92,102.99,87.98113933795227,0.920121591240515
1.0,730.5,0.0036,1.0,21.13,19.55,20.113582584003787,0.975652064746252
1.0,761.8,0.0032,10.0,99.04,98.12,79.58400646203553,0.8964118388298882
1.0,8.1,0.2562,0.05,72.19,71.11,45.79581659509628,0.7964790974630863
1.0,8.1,0.2562,0.05,72.19,71.11,45.79581659509628,0.7964790974630863
1.0,81.1,0.0298,1.0,103.19,102.21,73.48580288787673,0.8438843162988923
1.0,882.0,0.0026,10.0,95.21,94.21,72.219304694885,0.8709342481515757
1.0,97.9,0.6667,10.0,52.1,87.72,1611.9385796545105,5.562312481955646
0.5,17.4,0.57,1.0,97.5,97.91,358.3076923076923,1.9170160902651041
0.5,184.5,0.05,10.0,124.21,124.77,333.8700587714355,1.6394963566441019
0.5,4.5,0.57,0.05,156.94,155.95,70.06499299095196,0.6681649919163161
0.5,44.3,0.05,0.2,98.01,96.79,37.3635343332313,0.6174314976189069
0.5,55.9,0.05,1.0,94.27,93.33,102.68378063010502,1.0436723348890502
0.5,96.8,0.57,10.0,84.3,104.67,1250.771055753262,3.851901066211607
0.2,17.3,0.57,1.0,93.3,92.98,367.9849946409432,1.9859770844786748
0.2,181.7,0.05,10.0,103.7,103.25,346.0559305689489,1.8267695759444924
0.2,4.3,0.57,0.05,114.92,113.9,72.16324399582318,0.7924287347455247
0.2,44.3,0.05,0.2,101.32,100.02,37.34701934465061,0.6071281681496131
0.2,56.3,0.05,1.0,103.95,102.97,102.17412217412218,0.9914212213943644
0.2,95.5,0.57,10.0,144.05,156.34,1142.7421034363067,2.8165501155726225
0.1,17.2,0.57,1.0,92.13,91.4,368.4359057853034,1.9997717925412406
0.1,180.8,0.05,10.0,92.45,91.68,338.71281773931855,1.9140900167172046
0.1,4.3,0.57,0.05,120.24,119.24,70.32601463739189,0.7647747127460179
0.1,44.5,0.05,0.2,97.4,96.13,37.474332648870636,0.6202795674329862
0.1,55.6,0.05,1.0,87.55,86.56,105.10565391205026,1.095683102460349
0.1,95.4,0.57,10.0,218.4,226.79,1077.5869963369962,2.2212623423369906
100.0,358.4,0.57,10.0,2882.86,25091.95,0.0,0.0
100.0,39.4,0.57,1.0,92.87,203.97,0.0,0.0
100.0,400.2,0.05,10.0,129.15,257.92,0.0,0.0
100.0,47.7,0.05,0.2,101.45,100.5,0.0,0.0
100.0,6.0,0.57,0.05,340.29,344.47,0.0,0.0
100.0,73.9,0.05,1.0,97.03,101.94,0.0,0.0
