concentration,electric_field,gap_mm,pressure,ne,ni,Ar_727,ErrAr_727
80.0,36.6,0.57,1.0,96.72,193.45,83.2402812241522,0.9277022832268459
80.0,46.6,0.05,0.2,97.33,96.35,8.77427309154423,0.3002494440810122
80.0,5.2,0.57,0.05,148.93,150.46,17.451151547706974,0.34231107490850426
80.0,71.2,0.05,1.0,111.95,116.96,24.653863331844573,0.469278268389949
50.0,273.0,0.57,10.0,118.38,920.3,930.6470687616152,2.8038407225528417
50.0,31.3,0.57,1.0,150.14,261.31,179.83881710403625,1.0944439198512894
50.0,314.6,0.05,10.0,79.9,142.02,187.78473091364205,1.5330515141709697
50.0,45.7,0.05,0.2,106.18,105.04,21.76492748163496,0.45274874144742566
50.0,5.2,0.57,0.05,252.93,254.66,37.86027754714743,0.3868937594662576
50.0,65.8,0.05,1.0,97.7,99.96,57.80962128966223,0.7692239192653402
20.0,197.2,0.57,10.0,199.83,1128.14,1442.305960066056,2.68657120051254
20.0,24.4,0.57,1.0,96.11,135.68,276.6413484548954,1.6965796669715167
20.0,248.3,0.05,10.0,87.1,118.52,264.6613088404133,1.7431555799453267
20.0,4.6,0.57,0.05,151.09,150.89,58.700112515719105,0.6233064288140576
20.0,45.5,0.05,0.2,99.83,98.69,32.425122708604626,0.5699152505889783
20.0,60.0,0.05,1.0,99.82,100.51,83.61049889801643,0.9152118289365857
15.0,22.7,0.57,1.0,125.81,167.76,292.592003815277,1.5250133496721074
15.0,4.7,0.57,0.05,182.7,182.41,59.80842911877395,0.5721526637190835
15.0,44.9,0.05,0.2,97.26,95.98,33.66234834464322,0.5883084310475002
15.0,59.3,0.05,1.0,96.67,96.94,86.97631116168408,0.9485377789467384
10.0,20.9,0.57,1.0,88.09,110.99,328.9136110795777,1.9323136327922619
10.0,4.5,0.57,0.05,127.16,126.62,64.59578483799937,0.7127329386833721
10.0,45.0,0.05,0.2,108.08,106.84,33.863804589193194,0.5597514234735076
10.0,57.9,0.05,1.0,94.77,94.66,91.80120291231403,0.9842122035547974
5.0,133.1,0.57,10.0,82.17,242.53,1559.5837897042716,4.3566002569670506
5.0,19.4,0.57,1.0,110.63,123.83,331.1488746271355,1.730115852880094
5.0,202.0,0.05,10.0,105.93,116.66,314.42462003209664,1.7228552325399136
5.0,4.2,0.57,0.05,92.58,91.74,70.85763663858285,0.8748523107071328
5.0,44.5,0.05,0.2,99.26,98.11,37.336288535160186,0.6133077273916753
5.0,56.8,0.05,1.0,88.4,87.88,99.90950226244344,1.0631077035720118
2.0,114.2,0.57,10.0,228.55,396.81,1232.1811419820608,2.3219168655127356
2.0,18.1,0.57,1.0,101.24,106.39,355.7289608850257,1.8744917943829114
2.0,187.0,0.05,10.0,85.76,89.52,339.8320895522388,1.990626616872509
2.0,4.5,0.57,0.05,143.69,142.86,69.8239265084557,0.6970900139128963
2.0,45.3,0.05,0.2,110.82,109.47,36.37430066774951,0.5729124410521559
2.0,56.5,0.05,1.0,104.65,103.91,99.59866220735785,0.9755670785608208
1.0,0.8,13.8938,0.05,77.86,80.08,411.39224248651425,2.298639415094989
1.0,0.8,13.8938,0.05,77.86,80.08,411.39224248651425,2.298639415094989
1.0,1.0,8.1726,0.05,90.2,90.97,305.8647450110865,1.8414564063136298
1.0,1.0,8.1726,0.05,90.2,90.97,305.8647450110865,1.8414564063136298
1.0,1.4,3.9348,0.05,122.6,122.44,205.38336052202285,1.2943072763560612
