,N,P1,P2,P3,K1,K2,K3,K4,K5
value,0.007316709618956328,0.10146961703721513,0.21398683136568514,0.03740022270384251,0.025134495015370663,0.07000000000000002,0.31080416500125113,3.8583661888345957,0.6728950427931399
uncertainty,0.0003847646263406952,0.005343851576970387,0.01255000300639954,0.0017820869338260488,0.0126743977120129,0.04634891510975695,0.028843601597281616,3.627579958781344,0.1486142312494604
