Gas,Proceso,Energia,Eventos,Error%
CF4,ELASTIC ANISOTROPIC CF4,,6165.108,0.01274
CF4,ION CF3 +,15.7,240.4013,0.0645
CF4,ION CF2 +,21.47,16.6218,0.24528
CF4,ION CF +,29.14,12.558,0.28219
CF4,ION F +,34.5,21.2707,0.21682
CF4,ION C +,34.77,12.3453,0.28461
CF4,"DOUBLE ION CF3 + , F +",36.0,1.8908,0.72724
CF4,"DOUBLE ION CF2 + , F +",40.0,2.3361,0.65427
CF4,IONS CF3 ++ OR CF2 ++,41.0,3.2387,0.55567
CF4,"DOUBLE ION CF + , F +",43.0,5.6413,0.42103
CF4,"DOUBLE ION C + , F +",63.0,2.4184,0.64304
CF4,IONISATION CARBON K-SHELL,285.0,0.4932,1.42393
CF4,IONISATION FLUORINE K-SHELL,685.4,0.5107,1.39932
CF4,ATTACHMENT,,1.5271,0.80922
CF4,VIB V2 ANISOTROPIC,-0.0539,0.1853,2.32307
CF4,VIB V2 ANISOTROPIC,0.0539,2.2,0.6742
CF4,VIB V4 ANISOTROPIC,-0.0783,10.1515,0.31386
CF4,VIB V4 ANISOTROPIC,0.0783,313.3283,0.05649
CF4,VIB V1 ANISOTROPIC,-0.1126,0.8936,1.05786
CF4,VIB V1 ANISOTROPIC,0.1126,106.8076,0.09676
CF4,VIB V3 ANISOTROPIC,-0.1588,1.6056,0.78919
CF4,VIB V3 ANISOTROPIC,0.1588,1188.9285,0.029
CF4,VIB 2V3 ANISOTROPIC,0.3176,185.989,0.07333
CF4,VIB HARMONIC ANISOTROPIC,0.4764,650.9353,0.0392
CF4,NEUTRAL DISS NON-DIPOLE,11.5,3.1944,0.55951
CF4,NEUTRAL DISS DIPOLE F=0.000189,11.63,0.0187,7.31272
CF4,NEUTRAL DISS DIPOLE F=0.001085,11.88,0.105,3.08607
CF4,NEUTRAL DISS DIPOLE F=0.004807,12.13,0.4363,1.51394
CF4,NEUTRAL DISS DIPOLE F=0.008819,12.38,0.7384,1.16374
CF4,NEUTRAL DISS NON-DIPOLE,12.5,6.3153,0.39793
CF4,NEUTRAL DISS DIPOLE F=0.008918,12.63,0.6906,1.20334
CF4,NEUTRAL DISS DIPOLE F=0.008420,12.88,0.6134,1.27682
CF4,NEUTRAL DISS DIPOLE F=0.02531,13.13,1.7734,0.75093
CF4,NEUTRAL DISS DIPOLE F=0.09553,13.38,6.2375,0.4004
CF4,NEUTRAL DISS DIPOLE F=0.11193,13.63,6.9549,0.37919
CF4,NEUTRAL DISS DIPOLE F=0.10103,13.88,5.941,0.41027
CF4,NEUTRAL DISS NON-DIPOLE,14.0,15.8795,0.25095
CF4,NEUTRAL DISS DIPOLE F=0.06902,14.13,3.8205,0.51161
CF4,NEUTRAL DISS DIPOLE F=0.03968,14.38,2.074,0.69438
CF4,NEUTRAL DISS DIPOLE F=0.02584,14.63,1.324,0.86907
CF4,NEUTRAL DISS DIPOLE F=0.02071,14.88,0.9837,1.00825
CF4,NEUTRAL DISS DIPOLE F=0.03122,15.13,1.419,0.83948
CF4,NEUTRAL DISS DIPOLE F=0.05580,15.38,2.4455,0.63946
CF4,NEUTRAL DISS DIPOLE F=0.10187,15.63,4.2363,0.48585
CF4,NEUTRAL DISS DIPOLE F=0.09427,15.88,3.7859,0.51394
CF4,NEUTRAL DISS DIPOLE F=0.05853,16.13,2.2427,0.66775
CF4,NEUTRAL DISS DIPOLE F=0.06002,16.38,2.2353,0.66886
CF4,NEUTRAL DISS DIPOLE F=0.05647,16.63,2.0237,0.70295
CF4,NEUTRAL DISS DIPOLE F=0.04885,16.88,1.6931,0.76853
CF4,NEUTRAL DISS DIPOLE F=0.04036,17.13,1.3605,0.85734
CF4,NEUTRAL DISS DIPOLE F=0.03298,17.38,1.0597,0.97142
CF4,NEUTRAL DISS DIPOLE F=0.02593,17.63,0.7995,1.11838
CF4,NEUTRAL DISS DIPOLE F=0.01802,17.88,0.5422,1.35806
CF4,NEUTRAL DISS DIPOLE F=0.01287,18.13,0.3691,1.64599
CF4,NEUTRAL DISS DIPOLE F=0.00830,18.38,0.2416,2.03447
CF4,NEUTRAL DISS DIPOLE F=0.00698,18.63,0.1944,2.26805
CF4,NEUTRAL DISS DIPOLE F=0.00581,18.88,0.1584,2.51259
CF4,NEUTRAL DISS DIPOLE F=0.00502,19.13,0.127,2.80607
CF4,NEUTRAL DISS DIPOLE F=0.00398,19.38,0.1015,3.13882
CF4,NEUTRAL DISS DIPOLE F=0.00189,19.63,0.0472,4.60287
CF4,BREMSSTRAHLUNG FROM CARBON ATOM,,0.0003,57.73503
CF4,BREMSSTRAHLUNG FROM FLUORINE ATOMS,,0.0018,23.57023
