concentration,Ar_763,ErrAr_763
0.001,94.51800000000001,0.09722037185825361
0.005,93.82849999999999,0.09686486495576141
0.01,93.0909,0.09648360889900708
0.05,87.74419999999999,0.09367191918428219
0.1,81.8599,0.0904764622344178
0.2,70.8975,0.08420100864748772
0.5,41.68779999999999,0.06456607559104438
1.0,0.0,0.0
