concentration,Ar_696,ErrAr_696
0.001,87.3392,0.09345548237891346
0.005,86.75880000000001,0.09314413970336476
0.01,86.09620000000001,0.09278803079153203
0.05,81.2331,0.09012945450860835
0.1,75.9247,0.08713478233253288
0.2,65.85229999999999,0.08114981306937703
0.5,38.8403,0.062321973069127894
1.0,0.0,0.0
