concentration,Ar_dbleStar,ErrAr_dbleStar
0.001,184.92400000000004,0.1359860307317951
0.005,182.72420000000002,0.13517624724311042
0.01,180.17359999999996,0.13422802038937703
0.02,175.5758,0.13250506586143285
0.05,164.37,0.12820593716069575
0.1,149.797,0.12239089512249789
0.2,126.6536,0.11253993651683752
0.5,72.48620000000001,0.08513894703129717
1.0,0.0,0.0
