concentration,Ar_794,ErrAr_794
0.001,90.6007,0.09518442427566168
0.005,89.9837,0.09485948839264163
0.01,89.28510000000001,0.09449077415332387
0.05,84.199,0.09176005818815472
0.1,78.6351,0.08867642937007071
0.2,68.1587,0.08255865667566457
0.5,40.162,0.06337347957102199
1.0,0.0,0.0
