file,electric_field,pressure,gap,gas1,concentration_gas_1,gas2,concentration_gas_2,concentration,ne_mean,ne_std,ni_mean,ni_std,n_entries
ar_99.0_cf4_1.0_730.5kVcm_1.000bar_0.0036mm_100npe.root,730.5,1.0,0.0036,ar,99.0,cf4,1.0,1.0,21.13,16.922673213380584,19.55,16.42329892179849,100
ar_99.0_cf4_1.0_761.8kVcm_10.000bar_0.0032mm_100npe.root,761.8,10.0,0.0032,ar,99.0,cf4,1.0,1.0,99.04,61.75839533164211,98.12,61.77546176895545,100
ar_99.0_cf4_1.0_8.1kVcm_0.050bar_0.2562mm_100npe copy.root,8.1,0.05,0.2562,ar,99.0,cf4,1.0,1.0,72.19,32.83496996382443,71.11,32.80579371102155,100
ar_99.0_cf4_1.0_8.1kVcm_0.050bar_0.2562mm_100npe.root,8.1,0.05,0.2562,ar,99.0,cf4,1.0,1.0,72.19,32.83496996382443,71.11,32.80579371102155,100
ar_99.0_cf4_1.0_81.1kVcm_1.000bar_0.0298mm_100npe.root,81.1,1.0,0.0298,ar,99.0,cf4,1.0,1.0,103.19,59.604029251639545,102.21,59.62310835997273,100
ar_99.0_cf4_1.0_882.0kVcm_10.000bar_0.0026mm_100npe.root,882.0,10.0,0.0026,ar,99.0,cf4,1.0,1.0,95.21,54.798859938004654,94.21,54.798859938004654,100
ar_99.0_cf4_1.0_97.9kVcm_10.000bar_0.6667mm_100npe.root,97.9,10.0,0.6667,ar,99.0,cf4,1.0,1.0,52.1,78.47028646937552,87.72,128.94890382620474,100
ar_99.5_cf4_0.5_17.4kVcm_1.000bar_0.5700mm_100npe.root,17.4,1.0,0.57,ar,99.5,cf4,0.5,0.5,97.5,76.8255928527188,97.91,77.80642841713211,100
ar_99.5_cf4_0.5_184.5kVcm_10.000bar_0.0500mm_100npe.root,184.5,10.0,0.05,ar,99.5,cf4,0.5,0.5,124.21,103.02978827857152,124.77,103.97142721328625,100
ar_99.5_cf4_0.5_4.5kVcm_0.050bar_0.5700mm_100npe.root,4.5,0.05,0.57,ar,99.5,cf4,0.5,0.5,156.94,93.48146469982294,155.95,93.4971911207751,100
ar_99.5_cf4_0.5_44.3kVcm_0.200bar_0.0500mm_100npe.root,44.3,0.2,0.05,ar,99.5,cf4,0.5,0.5,98.01,44.12985773186158,96.79,43.90308311577567,100
ar_99.5_cf4_0.5_55.9kVcm_1.000bar_0.0500mm_100npe.root,55.9,1.0,0.05,ar,99.5,cf4,0.5,0.5,94.27,72.34371591453699,93.33,72.36970946801465,100
ar_99.5_cf4_0.5_96.8kVcm_10.000bar_0.5700mm_100npe.root,96.8,10.0,0.57,ar,99.5,cf4,0.5,0.5,84.3,92.99000706603593,104.67,115.49559919903197,100
ar_99.8_cf4_0.2_17.3kVcm_1.000bar_0.5700mm_100npe.root,17.3,1.0,0.57,ar,99.8,cf4,0.2,0.2,93.3,81.67656093433786,92.98,82.10143762813206,100
ar_99.8_cf4_0.2_181.7kVcm_10.000bar_0.0500mm_100npe.root,181.7,10.0,0.05,ar,99.8,cf4,0.2,0.2,103.7,88.93812399072684,103.25,89.43621111488265,100
ar_99.8_cf4_0.2_4.3kVcm_0.050bar_0.5700mm_100npe.root,4.3,0.05,0.57,ar,99.8,cf4,0.2,0.2,114.92,61.91810818502226,113.9,61.92215706315095,100
ar_99.8_cf4_0.2_44.3kVcm_0.200bar_0.0500mm_100npe.root,44.3,0.2,0.05,ar,99.8,cf4,0.2,0.2,101.32,49.647012584705024,100.02,49.55906179560512,100
ar_99.8_cf4_0.2_56.3kVcm_1.000bar_0.0500mm_100npe.root,56.3,1.0,0.05,ar,99.8,cf4,0.2,0.2,103.95,67.95101845514097,102.97,67.93839381038791,100
ar_99.8_cf4_0.2_95.5kVcm_10.000bar_0.5700mm_100npe.root,95.5,10.0,0.57,ar,99.8,cf4,0.2,0.2,144.05,165.50817825928442,156.34,180.9091641033302,100
ar_99.9_cf4_0.1_17.2kVcm_1.000bar_0.5700mm_100npe.root,17.2,1.0,0.57,ar,99.9,cf4,0.1,0.1,92.13,71.82029411290827,91.4,71.94175534149943,100
ar_99.9_cf4_0.1_180.8kVcm_10.000bar_0.0500mm_100npe.root,180.8,10.0,0.05,ar,99.9,cf4,0.1,0.1,92.45,83.18087569151986,91.68,83.38942112495778,100
ar_99.9_cf4_0.1_4.3kVcm_0.050bar_0.5700mm_100npe.root,4.3,0.05,0.57,ar,99.9,cf4,0.1,0.1,120.24,65.59904532441571,119.24,65.59596563105622,100
ar_99.9_cf4_0.1_44.5kVcm_0.200bar_0.0500mm_100npe.root,44.5,0.2,0.05,ar,99.9,cf4,0.1,0.1,97.4,44.30016986993447,96.13,44.2464756343441,100
ar_99.9_cf4_0.1_55.6kVcm_1.000bar_0.0500mm_100npe.root,55.6,1.0,0.05,ar,99.9,cf4,0.1,0.1,87.55,62.94046810480936,86.56,62.95088994966271,100
ar_99.9_cf4_0.1_95.4kVcm_10.000bar_0.5700mm_100npe.root,95.4,10.0,0.57,ar,99.9,cf4,0.1,0.1,218.4,227.15411046025534,226.79,236.91584385749104,100
cf4_100.0_ar_0.0_358.4kVcm_10.000bar_0.5700mm_100npe.root,358.4,10.0,0.57,cf4,100.0,ar,0.0,100.0,2882.86,7736.670301488838,25091.95,67311.42586896096,100
cf4_100.0_ar_0.0_39.4kVcm_1.000bar_0.5700mm_100npe.root,39.4,1.0,0.57,cf4,100.0,ar,0.0,100.0,92.87,136.75936656563727,203.97,294.2531190672549,100
cf4_100.0_ar_0.0_400.2kVcm_10.000bar_0.0500mm_100npe.root,400.2,10.0,0.05,cf4,100.0,ar,0.0,100.0,129.15,171.04730133191023,257.92,336.03753638334194,100
cf4_100.0_ar_0.0_47.7kVcm_0.200bar_0.0500mm_100npe.root,47.7,0.2,0.05,cf4,100.0,ar,0.0,100.0,101.45,45.42601377264714,100.5,45.33812363282643,100
cf4_100.0_ar_0.0_6.0kVcm_0.050bar_0.5700mm_100npe.root,6.0,0.05,0.57,cf4,100.0,ar,0.0,100.0,340.29,200.17196117439636,344.47,203.36787858559188,100
cf4_100.0_ar_0.0_73.9kVcm_1.000bar_0.0500mm_100npe.root,73.9,1.0,0.05,cf4,100.0,ar,0.0,100.0,97.03,60.63476600503089,101.94,63.72824564452793,100
