,N,P1,P2,P3,K1,K2,K3,K4
N,1.0,-0.5597936668903847,-0.6992917636583281,-1.3304152537723642e-09,0.5087450874913948,0.19089858968947784,-0.26858071324384575,-0.08388025678142651
P1,-0.559793666890385,1.0000000000000002,0.20563991396299852,-0.19566799312682517,-0.2847922780392777,-0.10686382152647601,0.15034978232280732,0.04695563652338186
P2,-0.6992917636583279,0.2056399139629984,1.0000000000000002,0.6356209003405175,-0.35576124948436744,-0.133493811463842,0.18781628064890096,0.058656772700797104
P3,-1.3304149953850445e-09,-0.19566799312682523,0.6356209003405173,1.0000000000000002,-6.768415916340448e-10,-2.539736674563702e-10,3.5732446086139604e-10,1.1159544515152997e-10
K1,0.5087450874913945,-0.28479227803927737,-0.3557612494843671,-6.768417850518215e-10,1.0,0.5340894020120129,0.3583226616642256,0.16042104744967492
K2,0.19089858968947798,-0.10686382152647582,-0.13349381146384212,-2.539740793163226e-10,0.5340894020120126,0.9999999999999998,0.7943102082455785,-0.33965088886483774
K3,-0.2685807132438457,0.15034978232280746,0.18781628064890088,3.5732416387165813e-10,0.35832266166422505,0.7943102082455785,1.0000000000000002,-0.418973096214162
K4,-0.083880256781427,0.04695563652338196,0.05865677270079764,1.115958518389341e-10,0.16042104744967514,-0.33965088886483735,-0.4189730962141613,1.0
