concentration,Ar_696,ErrAr_696,Ar_727,ErrAr_727,Ar_750,ErrAr_750,Ar_763,ErrAr_763,Ar_772,ErrAr_772,Ar_794,ErrAr_794
0.001,86.4372,0.09297165024883279,86.4372,0.09297165024883279,86.4372,0.09297165024883279,94.51800000000001,0.09722037185825361,86.4372,0.09297165024883279,90.6007,0.09518442427566168
0.005,85.87469999999999,0.09266833645768015,85.87469999999999,0.09266833645768015,85.87469999999999,0.09266833645768015,93.82849999999999,0.09686486495576141,85.87469999999999,0.09266833645768015,89.9837,0.09485948839264163
0.01,85.22590000000001,0.09231786550003435,85.22590000000001,0.09231786550003435,85.22590000000001,0.09231786550003435,93.0909,0.09648360889900708,85.22590000000001,0.09231786550003435,89.28510000000001,0.09449077415332387
0.05,80.44460000000001,0.08969095955753366,80.44460000000001,0.08969095955753366,80.44460000000001,0.08969095955753366,87.74419999999999,0.09367191918428219,80.44460000000001,0.08969095955753366,84.199,0.09176005818815472
0.1,75.2137,0.08672583182558104,75.2137,0.08672583182558104,75.2137,0.08672583182558104,81.8599,0.0904764622344178,75.2137,0.08672583182558104,78.6351,0.08867642937007071
0.2,65.27229999999999,0.08079166134939506,65.27229999999999,0.08079166134939506,65.27229999999999,0.08079166134939506,70.8975,0.08420100864748772,65.27229999999999,0.08079166134939506,68.1587,0.08255865667566457
0.5,38.5295,0.062072121983366715,38.5295,0.062072121983366715,38.5295,0.062072121983366715,41.68779999999999,0.06456607559104438,38.5295,0.062072121983366715,40.162,0.06337347957102199
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
