,CF3 >11.5_Ar** all,CF3 >11.5_Ar** 2exc,CF3 >12.5_Ar** all,CF3 >12.5_Ar** 2exc,CF3 >14.5_Ar** all,CF3 >14.5_Ar** 2exc
0,0.14774942449268397,,0.1051151058390929,,0.1850290978434878,
