Gas,Proceso,Energia,Eventos,Error%
ARGON,ELASTIC ANISOTROPIC ARGON,,1032365.4686,0.00098
ARGON,IONISATION CHARGE STATE =1,15.75961,384.9277,0.05097
ARGON,IONISATION CHARGE STATE =2,43.38928,15.8103,0.2515
ARGON,IONISATION CHARGE STATE =3,84.124,1.9549,0.71522
ARGON,IONISATION L3 SHELL,248.4,4.0768,0.49527
ARGON,IONISATION L2 SHELL,250.6,1.9991,0.70727
ARGON,IONISATION L1 SHELL,326.3,0.9682,1.01629
ARGON,IONISATION K SHELL,3205.9,0.0203,7.01862
ARGON,ATTACHMENT,,0.0,0.0
ARGON,EXC 1S5 J=2 METASTABLE,11.548,16.1822,0.24859
ARGON,EXC 1S4 J=1 RESONANT,11.624,22.5557,0.21056
ARGON,EXC 1S3 J=0 METASTABLE,11.723,3.0268,0.57479
ARGON,EXC 1S2 J=1 RESONANT,11.828,48.7247,0.14326
ARGON,EXC 2P10 J=1,12.907,2.7832,0.59942
ARGON,EXC 2P9 J=3,13.076,2.5826,0.62226
ARGON,EXC 2P8 J=2,13.095,2.6388,0.6156
ARGON,EXC 2P7 J=1,13.153,1.4983,0.81696
ARGON,EXC 2P6 J=2,13.172,2.4455,0.63946
ARGON,EXC 2P5 J=0,13.273,1.2729,0.88635
ARGON,EXC 2P4 J=1,13.283,1.4359,0.83452
ARGON,EXC 2P3 J=2,13.302,1.7237,0.76167
ARGON,EXC 2P2 J=1,13.328,0.8284,1.0987
ARGON,EXC 2P1 J=0,13.48,4.2727,0.48378
ARGON,EXC 3D6 J=0,13.845,1.0571,0.97262
ARGON,EXC 3D5 J=1 RESONANT,13.864,4.2318,0.48611
ARGON,EXC 3D3 J=2,13.903,3.7697,0.51505
ARGON,EXC 3D4! J=4,13.979,3.7455,0.51671
ARGON,EXC 3D4 J=3,14.013,1.5507,0.80304
ARGON,EXC 3D1!! J=2,14.063,1.5821,0.79503
ARGON,EXC 2S5 J=2,14.068,1.5808,0.79536
ARGON,EXC 2S4 J=1 RESONANT,14.09,2.9366,0.58355
ARGON,EXC 3D1! J=3,14.099,0.5201,1.38662
ARGON,EXC 3D2 J=1 RESONANT,14.153,8.3297,0.34649
ARGON,EXC 3S1!!!!J=2,14.214,1.8544,0.73434
ARGON,EXC 3S1!! J=2,14.234,1.1825,0.9196
ARGON,EXC 3S1!!! J=3,14.236,0.7635,1.14445
ARGON,EXC 2S3 J=0,14.241,0.2977,1.83278
ARGON,EXC 2S2 J=1 RESONANT,14.255,1.2262,0.90307
ARGON,EXC 3S1! J=1 RESONANT,14.304,10.1266,0.31424
ARGON,EXC 4D5 J=1 RESONANT,14.711,0.1987,2.24337
ARGON,EXC 3S4 J=1 RESONANT,14.848,1.4388,0.83368
ARGON,EXC 4D2 J=1 RESONANT,14.859,4.8391,0.45459
ARGON,EXC 4S1! J=1 RESONANT,15.004,2.0523,0.69804
ARGON,EXC 3S2 J=1 RESONANT,15.022,2.1638,0.67982
ARGON,EXC 5D5 J=1 RESONANT,15.118,0.387,1.60748
ARGON,EXC 4S4 J=1 RESONANT,15.186,4.0608,0.49624
ARGON,EXC 5D2 J=1 RESONANT,15.19,4.0854,0.49475
ARGON,EXC 6D5 J=1 RESONANT,15.308,0.0718,3.73197
ARGON,EXC 5S1! J=1 RESONANT,15.351,0.0469,4.61757
ARGON,EXC 4S2 J=1 RESONANT,15.36,0.0696,3.79049
ARGON,EXC 5S4 J=1 RESONANT,15.366,1.2144,0.90744
ARGON,EXC 6D2 J=1 RESONANT,15.374,2.6798,0.61087
ARGON,EXC HIGH J=1 RESONANT,15.66,11.7232,0.29206
ARGON,BREMSSTRAHLUNG FROM ARGON ATOM,,0.0031,17.96053
