Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ELASTIC ANISOTROPIC NITROGEN,,13853.9925,0.0085
NITROGEN,IONISATION N2+ X2SIGMA VIB=0,15.581,0.8449,1.08792
NITROGEN,IONISATION N2+ X2SIGMA VIB>0,15.855,0.2294,2.08787
NITROGEN,IONISATION N2+ A2PI VIB=0,16.699,0.2767,1.90106
NITROGEN,IONISATION N2+ A2PI VIB=1,16.935,0.4132,1.55568
NITROGEN,IONISATION N2+ A2PI VIB>1,17.171,0.6851,1.20816
NITROGEN,IONISATION N2+ B2SIGMA,18.751,0.3758,1.63125
NITROGEN,IONISATION N2+ C2SIGMA,23.591,0.0609,4.0522
NITROGEN,"DISSOC ION (N+,N)",24.294,0.4658,1.46521
NITROGEN,"DISSOC ION (N+,N*)",24.4,0.1003,3.15754
NITROGEN,"DISSOC ION (N+*,N)",35.7,0.0365,5.23424
NITROGEN,"DISSOC ION (N++,N) AND (N+,N+)",38.8,0.1327,2.74514
NITROGEN,IONISATION K-SHELL,401.6,0.0168,7.71517
NITROGEN,ATTACHMENT,,0.0,0.0
NITROGEN,ROTATION 2-0,-0.00148,5.4534,0.42822
NITROGEN,ROTATION 3-1,-0.00247,4.6636,0.46306
NITROGEN,ROTATION 4-2,-0.00345,12.3299,0.28479
NITROGEN,ROTATION 5-3,-0.00444,7.2607,0.37112
NITROGEN,ROTATION 6-4,-0.00543,15.8274,0.25136
NITROGEN,ROTATION 7-5,-0.00641,8.1794,0.34965
NITROGEN,ROTATION 8-6,-0.0074,16.1727,0.24866
NITROGEN,ROTATION 9-7,-0.00839,7.7059,0.36024
NITROGEN,ROTATION 10-8,-0.00937,14.1306,0.26602
NITROGEN,ROTATION 11-9,-0.0104,6.3385,0.3972
NITROGEN,ROTATION 12-10,-0.0113,10.8773,0.30321
NITROGEN,ROTATION 13-11,-0.0123,4.567,0.46793
NITROGEN,ROTATION 14-12,-0.0133,7.5475,0.364
NITROGEN,ROTATION 15-13,-0.0143,3.0076,0.57662
NITROGEN,ROTATION 16-14,-0.0153,4.7666,0.45803
NITROGEN,ROTATION 17-15,-0.0163,1.8089,0.74352
NITROGEN,ROTATION 18-16,-0.0173,2.7015,0.60841
NITROGEN,ROTATION 19-17,-0.0183,1.0012,0.9994
NITROGEN,ROTATION 20-18,-0.0192,1.4173,0.83998
NITROGEN,ROTATION 21-19,-0.0202,0.4915,1.42639
NITROGEN,ROTATION 22-20,-0.0212,0.6735,1.21852
NITROGEN,ROTATION 23-21,-0.0222,0.2248,2.10912
NITROGEN,ROTATION 24-22,-0.0232,0.2869,1.86696
NITROGEN,ROTATION 25-23,-0.0242,0.0916,3.30409
NITROGEN,ROTATION 26-24,-0.0252,0.1181,2.90988
NITROGEN,ROTATION 27-25,-0.0261,0.0343,5.39949
NITROGEN,ROTATION 28-26,-0.0271,0.0479,4.56912
NITROGEN,ROTATION 29-27,-0.0281,0.0129,8.80451
