Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ROTATION 30-28,-0.0291,0.0152,8.11107
NITROGEN,ROTATION 31-29,-0.0301,0.0057,13.24532
NITROGEN,ROTATION 32-30,-0.0311,0.0037,16.4399
NITROGEN,ROTATION 33-31,-0.0321,0.0017,24.25356
NITROGEN,ROTATION 34-32,-0.0331,0.0008,35.35534
NITROGEN,ROTATION 35-33,-0.034,0.0003,57.73503
NITROGEN,ROTATION 36-34,-0.035,0.0004,50.0
NITROGEN,ROTATION 37-35,-0.036,0.0,0.0
NITROGEN,ROTATION 38-36,-0.037,0.0002,70.71068
NITROGEN,ROTATION 39-37,-0.038,0.0,0.0
NITROGEN,ROTATION 0-2,0.00148,5.8112,0.41483
NITROGEN,ROTATION 1-3,0.00247,5.1674,0.43991
NITROGEN,ROTATION 2-4,0.00345,14.1311,0.26602
NITROGEN,ROTATION 3-5,0.00444,8.7264,0.33852
NITROGEN,ROTATION 4-6,0.00543,19.5449,0.2262
NITROGEN,ROTATION 5-7,0.00641,10.5143,0.3084
NITROGEN,ROTATION 6-8,0.0074,21.6249,0.21504
NITROGEN,ROTATION 7-9,0.00839,10.7452,0.30507
NITROGEN,ROTATION 8-10,0.00937,20.5042,0.22084
NITROGEN,ROTATION 9-11,0.0104,9.4675,0.325
NITROGEN,ROTATION 10-12,0.0113,17.1127,0.24174
NITROGEN,ROTATION 11-13,0.0123,7.4782,0.36568
NITROGEN,ROTATION 12-14,0.0133,12.8551,0.27891
NITROGEN,ROTATION 13-15,0.0143,5.3517,0.43227
NITROGEN,ROTATION 14-16,0.0153,8.6668,0.33968
NITROGEN,ROTATION 15-17,0.0163,3.443,0.53893
NITROGEN,ROTATION 16-18,0.0173,5.3942,0.43056
NITROGEN,ROTATION 17-19,0.0183,2.0229,0.70309
NITROGEN,ROTATION 18-20,0.0192,3.052,0.57241
NITROGEN,ROTATION 19-21,0.0202,1.0946,0.95581
NITROGEN,ROTATION 20-22,0.0212,1.553,0.80244
NITROGEN,ROTATION 21-23,0.0222,0.5275,1.37686
NITROGEN,ROTATION 22-24,0.0232,0.741,1.16169
NITROGEN,ROTATION 23-25,0.0242,0.2394,2.0438
NITROGEN,ROTATION 24-26,0.0252,0.3137,1.78543
NITROGEN,ROTATION 25-27,0.0261,0.0957,3.23254
NITROGEN,ROTATION 26-28,0.0271,0.133,2.74204
NITROGEN,ROTATION 27-29,0.0281,0.0392,5.05076
NITROGEN,ROTATION 28-30,0.0291,0.0448,4.72456
NITROGEN,ROTATION 29-31,0.0301,0.015,8.16497
NITROGEN,ROTATION 30-32,0.0311,0.0143,8.36242
NITROGEN,ROTATION 31-33,0.0321,0.0042,15.43033
NITROGEN,ROTATION 32-34,0.0331,0.0042,15.43033
NITROGEN,ROTATION 33-35,0.034,0.0009,33.33333
NITROGEN,ROTATION 34-36,0.035,0.0008,35.35534
NITROGEN,ROTATION 35-37,0.036,0.0002,70.71068
NITROGEN,ROTATION 36-38,0.037,0.0002,70.71068
NITROGEN,ROTATION 37-39,0.038,0.0001,100.0
NITROGEN,VIBRATION V1,-0.2889,0.0003,57.73503
NITROGEN,VIBRATION V1,0.2889,65.5934,0.12347
NITROGEN,VIBRATION 2V1,0.5742,11.9787,0.28893
NITROGEN,VIBRATION 3V1,0.8559,6.9677,0.37884
NITROGEN,VIBRATION 4V1,1.1342,7.6914,0.36058
NITROGEN,VIBRATION 5V1,1.4088,2.7259,0.60568
NITROGEN,VIBRATION 6V1,1.6801,14.4806,0.26279
NITROGEN,VIBRATION 7V1,1.9475,1.1001,0.95342
NITROGEN,VIBRATION 8V1,2.2115,0.2628,1.95069
NITROGEN,VIBRATION 9V1,2.4718,0.1128,2.97746
NITROGEN,VIBRATION 10V1,2.7284,0.0503,4.45878
NITROGEN,VIBRATION 11V1,2.9815,0.0086,10.78328
NITROGEN,VIBRATION 12V1,3.231,0.002,22.36068
NITROGEN,VIBRATION 13V1,3.4769,0.0014,26.72612
NITROGEN,VIBRATION 14V1,3.7191,0.001,31.62278
NITROGEN,VIBRATION 15V1,3.9576,0.0024,20.41241
NITROGEN,A3SIG V=0-4,6.725,4.9137,0.45112
NITROGEN,A3SIG V=5-9,7.36,11.8639,0.29033
NITROGEN,B 3PI V=0-3,7.744,16.201,0.24844
NITROGEN,W3DEL V=0-5,8.05,1.2775,0.88475
NITROGEN,A3SIG V=10-21,8.217,7.0171,0.3775
NITROGEN,B 3PI V=4-16,8.451,9.3805,0.3265
NITROGEN,W3DEL V=6-10,8.729,2.2473,0.66707
NITROGEN,A 1PI V=0-3,8.95,1.2084,0.90969
NITROGEN,B!3SIG V=0-6,8.974,0.1668,2.44851
NITROGEN,A!1SIG V=0-6,9.191,0.149,2.59064
NITROGEN,W3DEL V=11-19,9.562,0.9638,1.01861
NITROGEN,W 1DEL V=0-5,9.59,0.1259,2.8183
NITROGEN,A 1PI V=4-15,9.665,0.9497,1.02614
NITROGEN,B!3SIG V=7-18,9.933,0.305,1.81071
NITROGEN,A!1SIG V=7-19,10.174,0.1858,2.31994
NITROGEN,W 1DEL V=6-18,10.536,0.1626,2.47993
NITROGEN,C 3PI V=0-4,11.188,0.7383,1.16381
NITROGEN,E 3SIG,11.875,0.0848,3.43401
NITROGEN,A!!1SIG V=0-1,12.289,0.0428,4.83368
NITROGEN,B 1PI V=0-6 F=0.1855,12.781,0.2795,1.89151
NITROGEN,C!1SIG V=0-3 F=0.1500,13.0,0.1763,2.38163
NITROGEN,G 3PI V=0-3,13.001,0.026,6.20174
NITROGEN,C3 1PI V=0-3 F=0.1500,13.076,0.2073,2.19634
NITROGEN,F 3PI V=0-3,13.174,0.0138,8.51257
NITROGEN,B 1PI V=7-14 F=0.0663,13.338,0.0867,3.39618
NITROGEN,B!1SIG V=0-10 F=0.0601,13.385,0.0776,3.58979
NITROGEN,O3 1PI V=0-3 F=0.0828,13.628,0.1041,3.09938
NITROGEN,C!1SIG V=4-6 F=0.1390,14.09,0.1646,2.46482
NITROGEN,B!1SIG V=11-24 F=0.2650,14.232,0.2989,1.8291
NITROGEN,E!1SIG F=0.0108,14.36,0.0129,8.80451
NITROGEN,E 1PI F=0.0237,14.45,0.027,6.08581
NITROGEN,SINGLET LEVEL F=0.0117,14.839,0.0109,9.57826
NITROGEN,SUM HIGH SINGLETS F=0.1152,15.2,0.1125,2.98142
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,15.6,0.3189,1.77081
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,16.6,0.1567,2.52619
NITROGEN,BREMSSTRAHLUNG FROM NITROGEN ATOMS,,0.0,0.0
