Gas,Proceso,Energia,Eventos,Error%
ARGON,ELASTIC ANISOTROPIC ARGON,,43682.6693,0.00478
ARGON,IONISATION CHARGE STATE =1,15.75961,188.1771,0.0729
ARGON,IONISATION CHARGE STATE =2,43.38928,7.5409,0.36416
ARGON,IONISATION CHARGE STATE =3,84.124,0.9795,1.01041
ARGON,IONISATION L3 SHELL,248.4,2.1164,0.68739
ARGON,IONISATION L2 SHELL,250.6,1.0385,0.98129
ARGON,IONISATION L1 SHELL,326.3,0.4927,1.42465
ARGON,IONISATION K SHELL,3205.9,0.0104,9.80581
ARGON,ATTACHMENT,,0.0,0.0
ARGON,EXC 1S5 J=2 METASTABLE,11.548,3.2226,0.55705
ARGON,EXC 1S4 J=1 RESONANT,11.624,7.0123,0.37763
ARGON,EXC 1S3 J=0 METASTABLE,11.723,0.5956,1.29575
ARGON,EXC 1S2 J=1 RESONANT,11.828,19.7833,0.22483
ARGON,EXC 2P10 J=1,12.907,0.7819,1.1309
ARGON,EXC 2P9 J=3,13.076,0.9497,1.02614
ARGON,EXC 2P8 J=2,13.095,1.0792,0.96261
ARGON,EXC 2P7 J=1,13.153,0.5964,1.29488
ARGON,EXC 2P6 J=2,13.172,0.9735,1.01352
ARGON,EXC 2P5 J=0,13.273,0.5523,1.34559
ARGON,EXC 2P4 J=1,13.283,0.5821,1.31069
ARGON,EXC 2P3 J=2,13.302,0.7396,1.16279
ARGON,EXC 2P2 J=1,13.328,0.3108,1.79374
ARGON,EXC 2P1 J=0,13.48,1.8328,0.73866
ARGON,EXC 3D6 J=0,13.845,0.3909,1.59944
ARGON,EXC 3D5 J=1 RESONANT,13.864,1.6154,0.78679
ARGON,EXC 3D3 J=2,13.903,1.5035,0.81555
ARGON,EXC 3D4! J=4,13.979,1.4299,0.83627
ARGON,EXC 3D4 J=3,14.013,0.6263,1.2636
ARGON,EXC 3D1!! J=2,14.063,0.6385,1.25147
ARGON,EXC 2S5 J=2,14.068,0.655,1.2356
ARGON,EXC 2S4 J=1 RESONANT,14.09,1.4261,0.83738
ARGON,EXC 3D1! J=3,14.099,0.2377,2.05109
ARGON,EXC 3D2 J=1 RESONANT,14.153,3.9564,0.50275
ARGON,EXC 3S1!!!!J=2,14.214,0.766,1.14258
ARGON,EXC 3S1!! J=2,14.234,0.4775,1.44715
ARGON,EXC 3S1!!! J=3,14.236,0.3677,1.64912
ARGON,EXC 2S3 J=0,14.241,0.135,2.72166
ARGON,EXC 2S2 J=1 RESONANT,14.255,0.5919,1.2998
ARGON,EXC 3S1! J=1 RESONANT,14.304,4.838,0.45464
ARGON,EXC 4D5 J=1 RESONANT,14.711,0.0905,3.32411
ARGON,EXC 3S4 J=1 RESONANT,14.848,0.6838,1.2093
ARGON,EXC 4D2 J=1 RESONANT,14.859,2.3543,0.65173
ARGON,EXC 4S1! J=1 RESONANT,15.004,0.9959,1.00206
ARGON,EXC 3S2 J=1 RESONANT,15.022,1.0645,0.96923
ARGON,EXC 5D5 J=1 RESONANT,15.118,0.1852,2.3237
ARGON,EXC 4S4 J=1 RESONANT,15.186,1.976,0.71139
ARGON,EXC 5D2 J=1 RESONANT,15.19,1.951,0.71593
ARGON,EXC 6D5 J=1 RESONANT,15.308,0.0344,5.39164
ARGON,EXC 5S1! J=1 RESONANT,15.351,0.0245,6.38877
ARGON,EXC 4S2 J=1 RESONANT,15.36,0.0316,5.62544
ARGON,EXC 5S4 J=1 RESONANT,15.366,0.5956,1.29575
ARGON,EXC 6D2 J=1 RESONANT,15.374,1.3103,0.8736
ARGON,EXC HIGH J=1 RESONANT,15.66,5.7433,0.41727
ARGON,BREMSSTRAHLUNG FROM ARGON ATOM,,0.002,22.36068
