Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ROTATION 5-7,0.00641,29.1872,0.1851
NITROGEN,ROTATION 6-8,0.0074,60.0522,0.12904
NITROGEN,ROTATION 7-9,0.00839,29.6635,0.18361
NITROGEN,ROTATION 8-10,0.00937,56.7829,0.13271
NITROGEN,ROTATION 9-11,0.0104,26.3052,0.19498
NITROGEN,ROTATION 10-12,0.0113,47.4527,0.14517
NITROGEN,ROTATION 11-13,0.0123,20.7892,0.21932
NITROGEN,ROTATION 12-14,0.0133,35.5103,0.16781
NITROGEN,ROTATION 13-15,0.0143,14.8334,0.25964
NITROGEN,ROTATION 14-16,0.0153,24.1021,0.20369
NITROGEN,ROTATION 15-17,0.0163,9.5809,0.32307
NITROGEN,ROTATION 16-18,0.0173,14.8951,0.25911
NITROGEN,ROTATION 17-19,0.0183,5.6573,0.42043
NITROGEN,ROTATION 18-20,0.0192,8.3783,0.34548
NITROGEN,ROTATION 19-21,0.0202,3.0187,0.57556
NITROGEN,ROTATION 20-22,0.0212,4.3098,0.48169
NITROGEN,ROTATION 21-23,0.0222,1.4885,0.81964
NITROGEN,ROTATION 22-24,0.0232,2.0365,0.70074
NITROGEN,ROTATION 23-25,0.0242,0.663,1.22813
NITROGEN,ROTATION 24-26,0.0252,0.9038,1.05187
NITROGEN,ROTATION 25-27,0.0261,0.2767,1.90106
NITROGEN,ROTATION 26-28,0.0271,0.3502,1.68983
NITROGEN,ROTATION 27-29,0.0281,0.1033,3.11136
NITROGEN,ROTATION 28-30,0.0291,0.1328,2.74411
NITROGEN,ROTATION 29-31,0.0301,0.0366,5.22708
NITROGEN,ROTATION 30-32,0.0311,0.0442,4.75651
NITROGEN,ROTATION 31-33,0.0321,0.0116,9.28477
NITROGEN,ROTATION 32-34,0.0331,0.0146,8.27606
NITROGEN,ROTATION 33-35,0.034,0.0044,15.07557
NITROGEN,ROTATION 34-36,0.035,0.0033,17.40777
NITROGEN,ROTATION 35-37,0.036,0.001,31.62278
NITROGEN,ROTATION 36-38,0.037,0.0013,27.73501
NITROGEN,ROTATION 37-39,0.038,0.0003,57.73503
NITROGEN,VIBRATION V1,-0.2889,0.0018,23.57023
NITROGEN,VIBRATION V1,0.2889,179.8493,0.07457
NITROGEN,VIBRATION 2V1,0.5742,33.9357,0.17166
NITROGEN,VIBRATION 3V1,0.8559,19.8778,0.22429
NITROGEN,VIBRATION 4V1,1.1342,21.2261,0.21705
NITROGEN,VIBRATION 5V1,1.4088,7.4868,0.36547
NITROGEN,VIBRATION 6V1,1.6801,38.649,0.16085
NITROGEN,VIBRATION 7V1,1.9475,3.0559,0.57205
NITROGEN,VIBRATION 8V1,2.2115,0.7496,1.15501
NITROGEN,VIBRATION 9V1,2.4718,0.3048,1.81131
NITROGEN,VIBRATION 10V1,2.7284,0.1394,2.67836
NITROGEN,VIBRATION 11V1,2.9815,0.0254,6.27456
NITROGEN,VIBRATION 12V1,3.231,0.0064,12.5
NITROGEN,VIBRATION 13V1,3.4769,0.0032,17.67767
NITROGEN,VIBRATION 14V1,3.7191,0.0022,21.32007
NITROGEN,VIBRATION 15V1,3.9576,0.0056,13.36306
NITROGEN,A3SIG V=0-4,6.725,12.7299,0.28028
NITROGEN,A3SIG V=5-9,7.36,26.8618,0.19294
NITROGEN,B 3PI V=0-3,7.744,34.7626,0.16961
NITROGEN,W3DEL V=0-5,8.05,4.9967,0.44736
NITROGEN,A3SIG V=10-21,8.217,15.8026,0.25156
NITROGEN,B 3PI V=4-16,8.451,20.1799,0.22261
NITROGEN,W3DEL V=6-10,8.729,9.7697,0.31993
NITROGEN,A 1PI V=0-3,8.95,9.9259,0.31741
NITROGEN,B!3SIG V=0-6,8.974,1.6729,0.77315
NITROGEN,A!1SIG V=0-6,9.191,1.1391,0.93696
NITROGEN,W3DEL V=11-19,9.562,5.3985,0.43039
NITROGEN,W 1DEL V=0-5,9.59,1.1268,0.94206
NITROGEN,A 1PI V=4-15,9.665,9.1818,0.33002
NITROGEN,B!3SIG V=7-18,9.933,3.4438,0.53887
NITROGEN,A!1SIG V=7-19,10.174,1.9588,0.7145
NITROGEN,W 1DEL V=6-18,10.536,2.1713,0.67864
NITROGEN,C 3PI V=0-4,11.188,12.1415,0.28699
NITROGEN,E 3SIG,11.875,1.0543,0.97391
NITROGEN,A!!1SIG V=0-1,12.289,1.6355,0.78194
NITROGEN,B 1PI V=0-6 F=0.1855,12.781,12.4866,0.28299
NITROGEN,C!1SIG V=0-3 F=0.1500,13.0,8.1038,0.35128
NITROGEN,G 3PI V=0-3,13.001,0.9126,1.04679
NITROGEN,C3 1PI V=0-3 F=0.1500,13.076,9.4344,0.32557
NITROGEN,F 3PI V=0-3,13.174,0.5132,1.39591
NITROGEN,B 1PI V=7-14 F=0.0663,13.338,3.9902,0.50061
NITROGEN,B!1SIG V=0-10 F=0.0601,13.385,3.5816,0.5284
NITROGEN,O3 1PI V=0-3 F=0.0828,13.628,4.6269,0.4649
NITROGEN,C!1SIG V=4-6 F=0.1390,14.09,7.4619,0.36608
NITROGEN,B!1SIG V=11-24 F=0.2650,14.232,14.0055,0.26721
NITROGEN,E!1SIG F=0.0108,14.36,0.5684,1.3264
NITROGEN,E 1PI F=0.0237,14.45,1.2273,0.90266
NITROGEN,SINGLET LEVEL F=0.0117,14.839,0.5829,1.30979
NITROGEN,SUM HIGH SINGLETS F=0.1152,15.2,5.3466,0.43248
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,15.6,15.0789,0.25752
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,16.6,7.1155,0.37488
NITROGEN,BREMSSTRAHLUNG FROM NITROGEN ATOMS,,0.0006,40.82483
