Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ELASTIC ANISOTROPIC NITROGEN,,39496.8509,0.00503
NITROGEN,IONISATION N2+ X2SIGMA VIB=0,15.581,41.0654,0.15605
NITROGEN,IONISATION N2+ X2SIGMA VIB>0,15.855,10.7464,0.30505
NITROGEN,IONISATION N2+ A2PI VIB=0,16.699,13.2225,0.27501
NITROGEN,IONISATION N2+ A2PI VIB=1,16.935,19.8379,0.22452
NITROGEN,IONISATION N2+ A2PI VIB>1,17.171,32.991,0.1741
NITROGEN,IONISATION N2+ B2SIGMA,18.751,17.7485,0.23737
NITROGEN,IONISATION N2+ C2SIGMA,23.591,2.9727,0.58
NITROGEN,"DISSOC ION (N+,N)",24.294,22.3065,0.21173
NITROGEN,"DISSOC ION (N+,N*)",24.4,4.651,0.46369
NITROGEN,"DISSOC ION (N+*,N)",35.7,1.721,0.76227
NITROGEN,"DISSOC ION (N++,N) AND (N+,N+)",38.8,6.2478,0.40007
NITROGEN,IONISATION K-SHELL,401.6,0.8617,1.07726
NITROGEN,ATTACHMENT,,0.0,0.0
NITROGEN,ROTATION 2-0,-0.00148,15.1958,0.25653
NITROGEN,ROTATION 3-1,-0.00247,12.9363,0.27803
NITROGEN,ROTATION 4-2,-0.00345,34.2387,0.1709
NITROGEN,ROTATION 5-3,-0.00444,20.0694,0.22322
NITROGEN,ROTATION 6-4,-0.00543,43.7531,0.15118
NITROGEN,ROTATION 7-5,-0.00641,22.7251,0.20977
NITROGEN,ROTATION 8-6,-0.0074,44.8782,0.14927
NITROGEN,ROTATION 9-7,-0.00839,21.2715,0.21682
NITROGEN,ROTATION 10-8,-0.00937,39.2975,0.15952
NITROGEN,ROTATION 11-9,-0.0104,17.4614,0.23931
NITROGEN,ROTATION 12-10,-0.0113,30.2871,0.18171
NITROGEN,ROTATION 13-11,-0.0123,12.7889,0.27963
NITROGEN,ROTATION 14-12,-0.0133,20.9029,0.21872
NITROGEN,ROTATION 15-13,-0.0143,8.4036,0.34496
NITROGEN,ROTATION 16-14,-0.0153,13.1601,0.27566
NITROGEN,ROTATION 17-15,-0.0163,5.0333,0.44573
NITROGEN,ROTATION 18-16,-0.0173,7.5308,0.3644
NITROGEN,ROTATION 19-17,-0.0183,2.75,0.60302
NITROGEN,ROTATION 20-18,-0.0192,3.9012,0.50629
NITROGEN,ROTATION 21-19,-0.0202,1.3506,0.86047
NITROGEN,ROTATION 22-20,-0.0212,1.8388,0.73745
NITROGEN,ROTATION 23-21,-0.0222,0.6272,1.26269
NITROGEN,ROTATION 24-22,-0.0232,0.8163,1.10682
NITROGEN,ROTATION 25-23,-0.0242,0.2497,2.0012
NITROGEN,ROTATION 26-24,-0.0252,0.3089,1.79925
NITROGEN,ROTATION 27-25,-0.0261,0.0977,3.19928
NITROGEN,ROTATION 28-26,-0.0271,0.1269,2.80717
NITROGEN,ROTATION 29-27,-0.0281,0.0386,5.08987
NITROGEN,ROTATION 30-28,-0.0291,0.0372,5.18476
NITROGEN,ROTATION 31-29,-0.0301,0.0104,9.80581
NITROGEN,ROTATION 32-30,-0.0311,0.013,8.77058
NITROGEN,ROTATION 33-31,-0.0321,0.0028,18.89822
NITROGEN,ROTATION 34-32,-0.0331,0.003,18.25742
NITROGEN,ROTATION 35-33,-0.034,0.0013,27.73501
NITROGEN,ROTATION 36-34,-0.035,0.0004,50.0
NITROGEN,ROTATION 37-35,-0.036,0.0002,70.71068
NITROGEN,ROTATION 38-36,-0.037,0.0002,70.71068
NITROGEN,ROTATION 39-37,-0.038,0.0,0.0
NITROGEN,ROTATION 0-2,0.00148,16.1173,0.24909
NITROGEN,ROTATION 1-3,0.00247,14.299,0.26445
NITROGEN,ROTATION 2-4,0.00345,39.2552,0.15961
NITROGEN,ROTATION 3-5,0.00444,23.9543,0.20432
NITROGEN,ROTATION 4-6,0.00543,54.4141,0.13556
