Gas,Proceso,Energia,Eventos,Error%
ARGON,ELASTIC ANISOTROPIC ARGON,,2874155.0303,0.00059
ARGON,IONISATION CHARGE STATE =1,15.75961,392.9237,0.05045
ARGON,IONISATION CHARGE STATE =2,43.38928,16.1174,0.24909
ARGON,IONISATION CHARGE STATE =3,84.124,1.9739,0.71177
ARGON,IONISATION L3 SHELL,248.4,4.172,0.48958
ARGON,IONISATION L2 SHELL,250.6,2.056,0.69741
ARGON,IONISATION L1 SHELL,326.3,0.9904,1.00483
ARGON,IONISATION K SHELL,3205.9,0.0196,7.14286
ARGON,ATTACHMENT,,0.0,0.0
ARGON,EXC 1S5 J=2 METASTABLE,11.548,18.9637,0.22964
ARGON,EXC 1S4 J=1 RESONANT,11.624,25.2716,0.19892
ARGON,EXC 1S3 J=0 METASTABLE,11.723,3.5701,0.52925
ARGON,EXC 1S2 J=1 RESONANT,11.828,51.4518,0.13941
ARGON,EXC 2P10 J=1,12.907,3.0535,0.57227
ARGON,EXC 2P9 J=3,13.076,2.7573,0.60222
ARGON,EXC 2P8 J=2,13.095,2.7442,0.60366
ARGON,EXC 2P7 J=1,13.153,1.5575,0.80128
ARGON,EXC 2P6 J=2,13.172,2.5858,0.62187
ARGON,EXC 2P5 J=0,13.273,1.3315,0.86662
ARGON,EXC 2P4 J=1,13.283,1.4936,0.81824
ARGON,EXC 2P3 J=2,13.302,1.7679,0.75209
ARGON,EXC 2P2 J=1,13.328,0.902,1.05292
ARGON,EXC 2P1 J=0,13.48,4.4102,0.47618
ARGON,EXC 3D6 J=0,13.845,1.1125,0.94809
ARGON,EXC 3D5 J=1 RESONANT,13.864,4.4313,0.47504
ARGON,EXC 3D3 J=2,13.903,3.9412,0.50372
ARGON,EXC 3D4! J=4,13.979,3.9449,0.50348
ARGON,EXC 3D4 J=3,14.013,1.605,0.78934
ARGON,EXC 3D1!! J=2,14.063,1.6413,0.78056
ARGON,EXC 2S5 J=2,14.068,1.6197,0.78575
ARGON,EXC 2S4 J=1 RESONANT,14.09,3.0074,0.57664
ARGON,EXC 3D1! J=3,14.099,0.5317,1.37141
ARGON,EXC 3D2 J=1 RESONANT,14.153,8.5415,0.34216
ARGON,EXC 3S1!!!!J=2,14.214,1.9464,0.71678
ARGON,EXC 3S1!! J=2,14.234,1.2259,0.90318
ARGON,EXC 3S1!!! J=3,14.236,0.7953,1.12133
ARGON,EXC 2S3 J=0,14.241,0.3159,1.7792
ARGON,EXC 2S2 J=1 RESONANT,14.255,1.2455,0.89604
ARGON,EXC 3S1! J=1 RESONANT,14.304,10.3224,0.31125
ARGON,EXC 4D5 J=1 RESONANT,14.711,0.1973,2.25132
ARGON,EXC 3S4 J=1 RESONANT,14.848,1.4755,0.82325
ARGON,EXC 4D2 J=1 RESONANT,14.859,4.9848,0.44789
ARGON,EXC 4S1! J=1 RESONANT,15.004,2.0852,0.69251
ARGON,EXC 3S2 J=1 RESONANT,15.022,2.1974,0.6746
ARGON,EXC 5D5 J=1 RESONANT,15.118,0.405,1.57135
ARGON,EXC 4S4 J=1 RESONANT,15.186,4.1726,0.48955
ARGON,EXC 5D2 J=1 RESONANT,15.19,4.1445,0.49121
ARGON,EXC 6D5 J=1 RESONANT,15.308,0.0714,3.74241
ARGON,EXC 5S1! J=1 RESONANT,15.351,0.0488,4.52679
ARGON,EXC 4S2 J=1 RESONANT,15.36,0.0681,3.83201
ARGON,EXC 5S4 J=1 RESONANT,15.366,1.2348,0.89992
ARGON,EXC 6D2 J=1 RESONANT,15.374,2.7744,0.60037
ARGON,EXC HIGH J=1 RESONANT,15.66,11.9393,0.28941
ARGON,BREMSSTRAHLUNG FROM ARGON ATOM,,0.0042,15.43033
