Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ELASTIC ANISOTROPIC NITROGEN,,36883.5271,0.00521
NITROGEN,IONISATION N2+ X2SIGMA VIB=0,15.581,16.9159,0.24314
NITROGEN,IONISATION N2+ X2SIGMA VIB>0,15.855,4.3772,0.47797
NITROGEN,IONISATION N2+ A2PI VIB=0,16.699,5.4294,0.42916
NITROGEN,IONISATION N2+ A2PI VIB=1,16.935,8.1328,0.35065
NITROGEN,IONISATION N2+ A2PI VIB>1,17.171,13.474,0.27243
NITROGEN,IONISATION N2+ B2SIGMA,18.751,7.2557,0.37124
NITROGEN,IONISATION N2+ C2SIGMA,23.591,1.232,0.90094
NITROGEN,"DISSOC ION (N+,N)",24.294,9.267,0.3285
NITROGEN,"DISSOC ION (N+,N*)",24.4,1.9317,0.7195
NITROGEN,"DISSOC ION (N+*,N)",35.7,0.7062,1.18997
NITROGEN,"DISSOC ION (N++,N) AND (N+,N+)",38.8,2.5919,0.62114
NITROGEN,IONISATION K-SHELL,401.6,0.3438,1.70548
NITROGEN,ATTACHMENT,,0.0,0.0
NITROGEN,ROTATION 2-0,-0.00148,14.3124,0.26433
NITROGEN,ROTATION 3-1,-0.00247,12.0894,0.28761
NITROGEN,ROTATION 4-2,-0.00345,32.035,0.17668
NITROGEN,ROTATION 5-3,-0.00444,18.9082,0.22997
NITROGEN,ROTATION 6-4,-0.00543,41.2169,0.15576
NITROGEN,ROTATION 7-5,-0.00641,21.2368,0.217
NITROGEN,ROTATION 8-6,-0.0074,42.0836,0.15415
NITROGEN,ROTATION 9-7,-0.00839,19.9677,0.22379
NITROGEN,ROTATION 10-8,-0.00937,36.7801,0.16489
NITROGEN,ROTATION 11-9,-0.0104,16.4026,0.24691
NITROGEN,ROTATION 12-10,-0.0113,28.4179,0.18759
NITROGEN,ROTATION 13-11,-0.0123,12.0449,0.28814
NITROGEN,ROTATION 14-12,-0.0133,19.7273,0.22515
NITROGEN,ROTATION 15-13,-0.0143,7.8948,0.3559
NITROGEN,ROTATION 16-14,-0.0153,12.2876,0.28528
NITROGEN,ROTATION 17-15,-0.0163,4.7269,0.45995
NITROGEN,ROTATION 18-16,-0.0173,7.021,0.3774
NITROGEN,ROTATION 19-17,-0.0183,2.5619,0.62477
NITROGEN,ROTATION 20-18,-0.0192,3.6617,0.52259
NITROGEN,ROTATION 21-19,-0.0202,1.2722,0.88659
NITROGEN,ROTATION 22-20,-0.0212,1.7308,0.76011
NITROGEN,ROTATION 23-21,-0.0222,0.5806,1.31239
NITROGEN,ROTATION 24-22,-0.0232,0.756,1.15011
NITROGEN,ROTATION 25-23,-0.0242,0.2501,1.9996
NITROGEN,ROTATION 26-24,-0.0252,0.3039,1.81399
NITROGEN,ROTATION 27-25,-0.0261,0.0957,3.23254
NITROGEN,ROTATION 28-26,-0.0271,0.1161,2.93484
NITROGEN,ROTATION 29-27,-0.0281,0.0356,5.29999
NITROGEN,ROTATION 30-28,-0.0291,0.0368,5.21286
NITROGEN,ROTATION 31-29,-0.0301,0.0114,9.36586
NITROGEN,ROTATION 32-30,-0.0311,0.0103,9.85329
NITROGEN,ROTATION 33-31,-0.0321,0.0033,17.40777
NITROGEN,ROTATION 34-32,-0.0331,0.0042,15.43033
NITROGEN,ROTATION 35-33,-0.034,0.0009,33.33333
NITROGEN,ROTATION 36-34,-0.035,0.0006,40.82483
NITROGEN,ROTATION 37-35,-0.036,0.0,0.0
NITROGEN,ROTATION 38-36,-0.037,0.0006,40.82483
NITROGEN,ROTATION 39-37,-0.038,0.0,0.0
NITROGEN,ROTATION 0-2,0.00148,15.165,0.25679
NITROGEN,ROTATION 1-3,0.00247,13.398,0.2732
NITROGEN,ROTATION 2-4,0.00345,36.9267,0.16456
NITROGEN,ROTATION 3-5,0.00444,22.4838,0.21089
NITROGEN,ROTATION 4-6,0.00543,51.0428,0.13997
NITROGEN,ROTATION 5-7,0.00641,27.3773,0.19112
NITROGEN,ROTATION 6-8,0.0074,56.4504,0.1331
NITROGEN,ROTATION 7-9,0.00839,27.8663,0.18944
NITROGEN,ROTATION 8-10,0.00937,53.3957,0.13685
NITROGEN,ROTATION 9-11,0.0104,24.7865,0.20086
NITROGEN,ROTATION 10-12,0.0113,44.7134,0.14955
NITROGEN,ROTATION 11-13,0.0123,19.6277,0.22572
NITROGEN,ROTATION 12-14,0.0133,33.4428,0.17292
NITROGEN,ROTATION 13-15,0.0143,13.9394,0.26784
NITROGEN,ROTATION 14-16,0.0153,22.598,0.21036
NITROGEN,ROTATION 15-17,0.0163,8.9698,0.33389
NITROGEN,ROTATION 16-18,0.0173,13.948,0.26776
NITROGEN,ROTATION 17-19,0.0183,5.2994,0.4344
NITROGEN,ROTATION 18-20,0.0192,7.8302,0.35737
NITROGEN,ROTATION 19-21,0.0202,2.8575,0.59157
NITROGEN,ROTATION 20-22,0.0212,4.0499,0.49691
NITROGEN,ROTATION 21-23,0.0222,1.3972,0.846
NITROGEN,ROTATION 22-24,0.0232,1.9208,0.72154
NITROGEN,ROTATION 23-25,0.0242,0.624,1.26592
NITROGEN,ROTATION 24-26,0.0252,0.8209,1.10371
NITROGEN,ROTATION 25-27,0.0261,0.2578,1.96951
NITROGEN,ROTATION 26-28,0.0271,0.3255,1.75277
NITROGEN,ROTATION 27-29,0.0281,0.1004,3.15597
NITROGEN,ROTATION 28-30,0.0291,0.1179,2.91235
NITROGEN,ROTATION 29-31,0.0301,0.0343,5.39949
NITROGEN,ROTATION 30-32,0.0311,0.0414,4.91473
NITROGEN,ROTATION 31-33,0.0321,0.0101,9.95037
NITROGEN,ROTATION 32-34,0.0331,0.0128,8.83883
NITROGEN,ROTATION 33-35,0.034,0.0035,16.90309
NITROGEN,ROTATION 34-36,0.035,0.0031,17.96053
NITROGEN,ROTATION 35-37,0.036,0.001,31.62278
NITROGEN,ROTATION 36-38,0.037,0.001,31.62278
NITROGEN,ROTATION 37-39,0.038,0.0001,100.0
NITROGEN,VIBRATION V1,-0.2889,0.002,22.36068
NITROGEN,VIBRATION V1,0.2889,170.8389,0.07651
NITROGEN,VIBRATION 2V1,0.5742,32.0999,0.1765
NITROGEN,VIBRATION 3V1,0.8559,18.7345,0.23104
NITROGEN,VIBRATION 4V1,1.1342,20.2577,0.22218
NITROGEN,VIBRATION 5V1,1.4088,7.1365,0.37433
NITROGEN,VIBRATION 6V1,1.6801,37.0896,0.1642
NITROGEN,VIBRATION 7V1,1.9475,2.9661,0.58064
NITROGEN,VIBRATION 8V1,2.2115,0.7037,1.19208
NITROGEN,VIBRATION 9V1,2.4718,0.29,1.85695
NITROGEN,VIBRATION 10V1,2.7284,0.1391,2.68124
NITROGEN,VIBRATION 11V1,2.9815,0.024,6.45497
