Gas,Proceso,Energia,Eventos,Error%
NITROGEN,VIBRATION 12V1,3.231,0.0037,16.4399
NITROGEN,VIBRATION 13V1,3.4769,0.0027,19.24501
NITROGEN,VIBRATION 14V1,3.7191,0.0036,16.66667
NITROGEN,VIBRATION 15V1,3.9576,0.0043,15.24986
NITROGEN,A3SIG V=0-4,6.725,11.1098,0.30002
NITROGEN,A3SIG V=5-9,7.36,23.2504,0.20739
NITROGEN,B 3PI V=0-3,7.744,29.9663,0.18268
NITROGEN,W3DEL V=0-5,8.05,3.5917,0.52765
NITROGEN,A3SIG V=10-21,8.217,13.2538,0.27468
NITROGEN,B 3PI V=4-16,8.451,17.1059,0.24178
NITROGEN,W3DEL V=6-10,8.729,6.9261,0.37998
NITROGEN,A 1PI V=0-3,8.95,5.9069,0.41145
NITROGEN,B!3SIG V=0-6,8.974,1.0003,0.99985
NITROGEN,A!1SIG V=0-6,9.191,0.7574,1.14905
NITROGEN,W3DEL V=11-19,9.562,3.7275,0.51795
NITROGEN,W 1DEL V=0-5,9.59,0.726,1.17363
NITROGEN,A 1PI V=4-15,9.665,5.3864,0.43087
NITROGEN,B!3SIG V=7-18,9.933,2.0636,0.69613
NITROGEN,A!1SIG V=7-19,10.174,1.2285,0.90222
NITROGEN,W 1DEL V=6-18,10.536,1.3179,0.87108
NITROGEN,C 3PI V=0-4,11.188,7.3238,0.36951
NITROGEN,E 3SIG,11.875,0.6994,1.19574
NITROGEN,A!!1SIG V=0-1,12.289,0.7215,1.17729
NITROGEN,B 1PI V=0-6 F=0.1855,12.781,5.2767,0.43533
NITROGEN,C!1SIG V=0-3 F=0.1500,13.0,3.4098,0.54155
NITROGEN,G 3PI V=0-3,13.001,0.4072,1.5671
NITROGEN,C3 1PI V=0-3 F=0.1500,13.076,3.9464,0.50338
NITROGEN,F 3PI V=0-3,13.174,0.2406,2.03869
NITROGEN,B 1PI V=7-14 F=0.0663,13.338,1.6278,0.78379
NITROGEN,B!1SIG V=0-10 F=0.0601,13.385,1.5166,0.81202
NITROGEN,O3 1PI V=0-3 F=0.0828,13.628,1.9384,0.71825
NITROGEN,C!1SIG V=4-6 F=0.1390,14.09,3.1225,0.56591
NITROGEN,B!1SIG V=11-24 F=0.2650,14.232,5.8409,0.41377
NITROGEN,E!1SIG F=0.0108,14.36,0.2335,2.06946
NITROGEN,E 1PI F=0.0237,14.45,0.5046,1.40775
NITROGEN,SINGLET LEVEL F=0.0117,14.839,0.2384,2.04808
NITROGEN,SUM HIGH SINGLETS F=0.1152,15.2,2.1767,0.6778
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,15.6,6.2099,0.40129
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,16.6,2.9449,0.58273
NITROGEN,BREMSSTRAHLUNG FROM NITROGEN ATOMS,,0.0001,100.0
