Gas,Proceso,Energia,Eventos,Error%
ARGON,ELASTIC ANISOTROPIC ARGON,,160802.2513,0.00249
ARGON,IONISATION CHARGE STATE =1,15.75961,308.7448,0.05691
ARGON,IONISATION CHARGE STATE =2,43.38928,12.5922,0.28181
ARGON,IONISATION CHARGE STATE =3,84.124,1.5843,0.79448
ARGON,IONISATION L3 SHELL,248.4,3.3284,0.54813
ARGON,IONISATION L2 SHELL,250.6,1.6479,0.77899
ARGON,IONISATION L1 SHELL,326.3,0.7911,1.12431
ARGON,IONISATION K SHELL,3205.9,0.015,8.16497
ARGON,ATTACHMENT,,0.0,0.0
ARGON,EXC 1S5 J=2 METASTABLE,11.548,7.3425,0.36904
ARGON,EXC 1S4 J=1 RESONANT,11.624,13.3262,0.27393
ARGON,EXC 1S3 J=0 METASTABLE,11.723,1.3491,0.86095
ARGON,EXC 1S2 J=1 RESONANT,11.828,34.719,0.16971
ARGON,EXC 2P10 J=1,12.907,1.6201,0.78565
ARGON,EXC 2P9 J=3,13.076,1.8098,0.74334
ARGON,EXC 2P8 J=2,13.095,1.8784,0.72964
ARGON,EXC 2P7 J=1,13.153,1.0535,0.97428
ARGON,EXC 2P6 J=2,13.172,1.7718,0.75126
ARGON,EXC 2P5 J=0,13.273,0.967,1.01692
ARGON,EXC 2P4 J=1,13.283,1.0336,0.98361
ARGON,EXC 2P3 J=2,13.302,1.2728,0.88638
ARGON,EXC 2P2 J=1,13.328,0.58,1.31306
ARGON,EXC 2P1 J=0,13.48,3.2014,0.55889
ARGON,EXC 3D6 J=0,13.845,0.7195,1.17892
ARGON,EXC 3D5 J=1 RESONANT,13.864,2.9911,0.57821
ARGON,EXC 3D3 J=2,13.903,2.7512,0.60289
ARGON,EXC 3D4! J=4,13.979,2.6358,0.61595
ARGON,EXC 3D4 J=3,14.013,1.122,0.94407
ARGON,EXC 3D1!! J=2,14.063,1.1891,0.91705
ARGON,EXC 2S5 J=2,14.068,1.1578,0.92936
ARGON,EXC 2S4 J=1 RESONANT,14.09,2.3409,0.65359
ARGON,EXC 3D1! J=3,14.099,0.399,1.58312
ARGON,EXC 3D2 J=1 RESONANT,14.153,6.6747,0.38707
ARGON,EXC 3S1!!!!J=2,14.214,1.3734,0.8533
ARGON,EXC 3S1!! J=2,14.234,0.8797,1.06619
ARGON,EXC 3S1!!! J=3,14.236,0.6094,1.281
ARGON,EXC 2S3 J=0,14.241,0.2261,2.10305
ARGON,EXC 2S2 J=1 RESONANT,14.255,0.9741,1.01321
ARGON,EXC 3S1! J=1 RESONANT,14.304,8.0312,0.35287
ARGON,EXC 4D5 J=1 RESONANT,14.711,0.1532,2.55488
ARGON,EXC 3S4 J=1 RESONANT,14.848,1.1663,0.92597
ARGON,EXC 4D2 J=1 RESONANT,14.859,3.8735,0.5081
ARGON,EXC 4S1! J=1 RESONANT,15.004,1.6582,0.77657
ARGON,EXC 3S2 J=1 RESONANT,15.022,1.7146,0.76369
ARGON,EXC 5D5 J=1 RESONANT,15.118,0.3035,1.81518
ARGON,EXC 4S4 J=1 RESONANT,15.186,3.2304,0.55638
ARGON,EXC 5D2 J=1 RESONANT,15.19,3.2444,0.55518
ARGON,EXC 6D5 J=1 RESONANT,15.308,0.0569,4.19222
ARGON,EXC 5S1! J=1 RESONANT,15.351,0.04,5.0
ARGON,EXC 4S2 J=1 RESONANT,15.36,0.0529,4.34783
ARGON,EXC 5S4 J=1 RESONANT,15.366,0.9523,1.02474
ARGON,EXC 6D2 J=1 RESONANT,15.374,2.1699,0.67886
ARGON,EXC HIGH J=1 RESONANT,15.66,9.3798,0.32652
ARGON,BREMSSTRAHLUNG FROM ARGON ATOM,,0.0041,15.61738
