Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ELASTIC ANISOTROPIC NITROGEN,,27970.3033,0.00598
NITROGEN,IONISATION N2+ X2SIGMA VIB=0,15.581,4.272,0.48382
NITROGEN,IONISATION N2+ X2SIGMA VIB>0,15.855,1.1347,0.93877
NITROGEN,IONISATION N2+ A2PI VIB=0,16.699,1.3584,0.858
NITROGEN,IONISATION N2+ A2PI VIB=1,16.935,2.0747,0.69426
NITROGEN,IONISATION N2+ A2PI VIB>1,17.171,3.4059,0.54186
NITROGEN,IONISATION N2+ B2SIGMA,18.751,1.8461,0.73599
NITROGEN,IONISATION N2+ C2SIGMA,23.591,0.3039,1.81399
NITROGEN,"DISSOC ION (N+,N)",24.294,2.3408,0.65361
NITROGEN,"DISSOC ION (N+,N*)",24.4,0.4925,1.42494
NITROGEN,"DISSOC ION (N+*,N)",35.7,0.1793,2.36162
NITROGEN,"DISSOC ION (N++,N) AND (N+,N+)",38.8,0.6583,1.2325
NITROGEN,IONISATION K-SHELL,401.6,0.0835,3.46064
NITROGEN,ATTACHMENT,,0.0,0.0
NITROGEN,ROTATION 2-0,-0.00148,11.0183,0.30126
NITROGEN,ROTATION 3-1,-0.00247,9.358,0.3269
NITROGEN,ROTATION 4-2,-0.00345,24.5774,0.20171
NITROGEN,ROTATION 5-3,-0.00444,14.4444,0.26312
NITROGEN,ROTATION 6-4,-0.00543,31.6201,0.17784
NITROGEN,ROTATION 7-5,-0.00641,16.4224,0.24676
NITROGEN,ROTATION 8-6,-0.0074,32.2146,0.17619
NITROGEN,ROTATION 9-7,-0.00839,15.2772,0.25585
NITROGEN,ROTATION 10-8,-0.00937,28.264,0.1881
NITROGEN,ROTATION 11-9,-0.0104,12.671,0.28093
NITROGEN,ROTATION 12-10,-0.0113,21.8137,0.21411
NITROGEN,ROTATION 13-11,-0.0123,9.145,0.33068
NITROGEN,ROTATION 14-12,-0.0133,15.1373,0.25703
NITROGEN,ROTATION 15-13,-0.0143,6.0497,0.40657
NITROGEN,ROTATION 16-14,-0.0153,9.5122,0.32423
NITROGEN,ROTATION 17-15,-0.0163,3.6114,0.52621
NITROGEN,ROTATION 18-16,-0.0173,5.4082,0.43001
NITROGEN,ROTATION 19-17,-0.0183,1.9571,0.71481
NITROGEN,ROTATION 20-18,-0.0192,2.79,0.59868
NITROGEN,ROTATION 21-19,-0.0202,0.976,1.01222
NITROGEN,ROTATION 22-20,-0.0212,1.3189,0.87075
NITROGEN,ROTATION 23-21,-0.0222,0.4518,1.48774
NITROGEN,ROTATION 24-22,-0.0232,0.5818,1.31103
NITROGEN,ROTATION 25-23,-0.0242,0.1823,2.34211
NITROGEN,ROTATION 26-24,-0.0252,0.2317,2.07748
NITROGEN,ROTATION 27-25,-0.0261,0.0786,3.56688
NITROGEN,ROTATION 28-26,-0.0271,0.086,3.40997
NITROGEN,ROTATION 29-27,-0.0281,0.0239,6.46846
NITROGEN,ROTATION 30-28,-0.0291,0.0305,5.72598
NITROGEN,ROTATION 31-29,-0.0301,0.0077,11.39606
NITROGEN,ROTATION 32-30,-0.0311,0.0095,10.25978
NITROGEN,ROTATION 33-31,-0.0321,0.0029,18.56953
NITROGEN,ROTATION 34-32,-0.0331,0.0029,18.56953
NITROGEN,ROTATION 35-33,-0.034,0.0004,50.0
NITROGEN,ROTATION 36-34,-0.035,0.0007,37.79645
NITROGEN,ROTATION 37-35,-0.036,0.0001,100.0
NITROGEN,ROTATION 38-36,-0.037,0.0001,100.0
NITROGEN,ROTATION 39-37,-0.038,0.0001,100.0
NITROGEN,ROTATION 0-2,0.00148,11.5873,0.29377
NITROGEN,ROTATION 1-3,0.00247,10.2724,0.31201
NITROGEN,ROTATION 2-4,0.00345,28.2348,0.18819
NITROGEN,ROTATION 3-5,0.00444,17.2174,0.241
NITROGEN,ROTATION 4-6,0.00543,39.2157,0.15969
NITROGEN,ROTATION 5-7,0.00641,21.0992,0.2177
NITROGEN,ROTATION 6-8,0.0074,43.3516,0.15188
NITROGEN,ROTATION 7-9,0.00839,21.4064,0.21614
NITROGEN,ROTATION 8-10,0.00937,41.0816,0.15602
NITROGEN,ROTATION 9-11,0.0104,18.9387,0.22979
NITROGEN,ROTATION 10-12,0.0113,34.1684,0.17108
NITROGEN,ROTATION 11-13,0.0123,15.0009,0.25819
NITROGEN,ROTATION 12-14,0.0133,25.6192,0.19757
NITROGEN,ROTATION 13-15,0.0143,10.747,0.30504
NITROGEN,ROTATION 14-16,0.0153,17.4019,0.23972
NITROGEN,ROTATION 15-17,0.0163,6.9343,0.37975
NITROGEN,ROTATION 16-18,0.0173,10.7065,0.30562
NITROGEN,ROTATION 17-19,0.0183,4.0922,0.49434
NITROGEN,ROTATION 18-20,0.0192,6.0005,0.40823
NITROGEN,ROTATION 19-21,0.0202,2.1817,0.67702
NITROGEN,ROTATION 20-22,0.0212,3.1162,0.56648
NITROGEN,ROTATION 21-23,0.0222,1.0761,0.96399
NITROGEN,ROTATION 22-24,0.0232,1.4645,0.82633
NITROGEN,ROTATION 23-25,0.0242,0.4997,1.41464
NITROGEN,ROTATION 24-26,0.0252,0.6208,1.26918
NITROGEN,ROTATION 25-27,0.0261,0.1953,2.26281
NITROGEN,ROTATION 26-28,0.0271,0.2459,2.0166
NITROGEN,ROTATION 27-29,0.0281,0.0795,3.54663
NITROGEN,ROTATION 28-30,0.0291,0.0918,3.30049
NITROGEN,ROTATION 29-31,0.0301,0.0271,6.07457
NITROGEN,ROTATION 30-32,0.0311,0.0339,5.43125
NITROGEN,ROTATION 31-33,0.0321,0.009,10.54093
NITROGEN,ROTATION 32-34,0.0331,0.0092,10.42572
NITROGEN,ROTATION 33-35,0.034,0.0025,20.0
NITROGEN,ROTATION 34-36,0.035,0.0024,20.41241
NITROGEN,ROTATION 35-37,0.036,0.0008,35.35534
NITROGEN,ROTATION 36-38,0.037,0.001,31.62278
NITROGEN,ROTATION 37-39,0.038,0.0,0.0
NITROGEN,VIBRATION V1,-0.2889,0.0011,30.15113
NITROGEN,VIBRATION V1,0.2889,132.3784,0.08691
NITROGEN,VIBRATION 2V1,0.5742,24.5903,0.20166
NITROGEN,VIBRATION 3V1,0.8559,14.2465,0.26494
