Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ROTATION 12-14,0.0133,30.173,0.18205
NITROGEN,ROTATION 13-15,0.0143,12.6745,0.28089
NITROGEN,ROTATION 14-16,0.0153,20.441,0.22118
NITROGEN,ROTATION 15-17,0.0163,8.121,0.35091
NITROGEN,ROTATION 16-18,0.0173,12.6475,0.28119
NITROGEN,ROTATION 17-19,0.0183,4.7822,0.45728
NITROGEN,ROTATION 18-20,0.0192,7.2021,0.37262
NITROGEN,ROTATION 19-21,0.0202,2.5712,0.62364
NITROGEN,ROTATION 20-22,0.0212,3.6619,0.52257
NITROGEN,ROTATION 21-23,0.0222,1.2617,0.89027
NITROGEN,ROTATION 22-24,0.0232,1.7353,0.75912
NITROGEN,ROTATION 23-25,0.0242,0.5814,1.31148
NITROGEN,ROTATION 24-26,0.0252,0.7412,1.16153
NITROGEN,ROTATION 25-27,0.0261,0.2352,2.06197
NITROGEN,ROTATION 26-28,0.0271,0.3002,1.82513
NITROGEN,ROTATION 27-29,0.0281,0.093,3.27913
NITROGEN,ROTATION 28-30,0.0291,0.1082,3.04009
NITROGEN,ROTATION 29-31,0.0301,0.0324,5.55556
NITROGEN,ROTATION 30-32,0.0311,0.0355,5.30745
NITROGEN,ROTATION 31-33,0.0321,0.0106,9.71286
NITROGEN,ROTATION 32-34,0.0331,0.0118,9.20575
NITROGEN,ROTATION 33-35,0.034,0.0031,17.96053
NITROGEN,ROTATION 34-36,0.035,0.0034,17.14986
NITROGEN,ROTATION 35-37,0.036,0.0007,37.79645
NITROGEN,ROTATION 36-38,0.037,0.0008,35.35534
NITROGEN,ROTATION 37-39,0.038,0.0002,70.71068
NITROGEN,VIBRATION V1,-0.2889,0.0015,25.81989
NITROGEN,VIBRATION V1,0.2889,155.9106,0.08009
NITROGEN,VIBRATION 2V1,0.5742,29.0027,0.18569
NITROGEN,VIBRATION 3V1,0.8559,16.8975,0.24327
NITROGEN,VIBRATION 4V1,1.1342,18.3654,0.23335
NITROGEN,VIBRATION 5V1,1.4088,6.5631,0.39034
NITROGEN,VIBRATION 6V1,1.6801,34.0434,0.17139
NITROGEN,VIBRATION 7V1,1.9475,2.6715,0.61182
NITROGEN,VIBRATION 8V1,2.2115,0.6326,1.25729
NITROGEN,VIBRATION 9V1,2.4718,0.2631,1.94957
NITROGEN,VIBRATION 10V1,2.7284,0.1173,2.91979
NITROGEN,VIBRATION 11V1,2.9815,0.0215,6.81994
NITROGEN,VIBRATION 12V1,3.231,0.0046,14.7442
NITROGEN,VIBRATION 13V1,3.4769,0.0024,20.41241
NITROGEN,VIBRATION 14V1,3.7191,0.004,15.81139
NITROGEN,VIBRATION 15V1,3.9576,0.005,14.14214
NITROGEN,A3SIG V=0-4,6.725,9.5903,0.32291
NITROGEN,A3SIG V=5-9,7.36,20.5891,0.22038
NITROGEN,B 3PI V=0-3,7.744,26.7473,0.19336
NITROGEN,W3DEL V=0-5,8.05,2.8679,0.5905
NITROGEN,A3SIG V=10-21,8.217,11.7106,0.29222
NITROGEN,B 3PI V=4-16,8.451,15.2822,0.2558
NITROGEN,W3DEL V=6-10,8.729,5.4105,0.42991
NITROGEN,A 1PI V=0-3,8.95,4.0416,0.49742
NITROGEN,B!3SIG V=0-6,8.974,0.7017,1.19378
NITROGEN,A!1SIG V=0-6,9.191,0.529,1.3749
NITROGEN,W3DEL V=11-19,9.562,2.8489,0.59246
NITROGEN,W 1DEL V=0-5,9.59,0.5066,1.40497
NITROGEN,A 1PI V=4-15,9.665,3.6233,0.52535
NITROGEN,B!3SIG V=7-18,9.933,1.3896,0.84831
NITROGEN,A!1SIG V=7-19,10.174,0.8345,1.09468
NITROGEN,W 1DEL V=6-18,10.536,0.8533,1.08255
NITROGEN,C 3PI V=0-4,11.188,4.7526,0.45871
NITROGEN,E 3SIG,11.875,0.4923,1.42523
NITROGEN,A!!1SIG V=0-1,12.289,0.395,1.59111
NITROGEN,B 1PI V=0-6 F=0.1855,12.781,2.7383,0.60431
NITROGEN,C!1SIG V=0-3 F=0.1500,13.0,1.7303,0.76022
NITROGEN,G 3PI V=0-3,13.001,0.2126,2.16879
NITROGEN,C3 1PI V=0-3 F=0.1500,13.076,2.0096,0.70542
NITROGEN,F 3PI V=0-3,13.174,0.1211,2.87361
NITROGEN,B 1PI V=7-14 F=0.0663,13.338,0.8171,1.10627
NITROGEN,B!1SIG V=0-10 F=0.0601,13.385,0.7731,1.13732
NITROGEN,O3 1PI V=0-3 F=0.0828,13.628,0.9767,1.01186
NITROGEN,C!1SIG V=4-6 F=0.1390,14.09,1.5716,0.79768
NITROGEN,B!1SIG V=11-24 F=0.2650,14.232,2.9332,0.58389
NITROGEN,E!1SIG F=0.0108,14.36,0.1165,2.92979
NITROGEN,E 1PI F=0.0237,14.45,0.2588,1.9657
NITROGEN,SINGLET LEVEL F=0.0117,14.839,0.1122,2.98541
NITROGEN,SUM HIGH SINGLETS F=0.1152,15.2,1.1138,0.94754
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,15.6,3.1631,0.56227
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,16.6,1.4771,0.8228
NITROGEN,BREMSSTRAHLUNG FROM NITROGEN ATOMS,,0.0002,70.71068
