Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ELASTIC ANISOTROPIC NITROGEN,,33219.3808,0.00549
NITROGEN,IONISATION N2+ X2SIGMA VIB=0,15.581,8.5251,0.34249
NITROGEN,IONISATION N2+ X2SIGMA VIB>0,15.855,2.2244,0.67049
NITROGEN,IONISATION N2+ A2PI VIB=0,16.699,2.7293,0.60531
NITROGEN,IONISATION N2+ A2PI VIB=1,16.935,4.1266,0.49227
NITROGEN,IONISATION N2+ A2PI VIB>1,17.171,6.8328,0.38256
NITROGEN,IONISATION N2+ B2SIGMA,18.751,3.6615,0.5226
NITROGEN,IONISATION N2+ C2SIGMA,23.591,0.6093,1.2811
NITROGEN,"DISSOC ION (N+,N)",24.294,4.6473,0.46387
NITROGEN,"DISSOC ION (N+,N*)",24.4,0.9918,1.00413
NITROGEN,"DISSOC ION (N+*,N)",35.7,0.3652,1.65476
NITROGEN,"DISSOC ION (N++,N) AND (N+,N+)",38.8,1.3405,0.86371
NITROGEN,IONISATION K-SHELL,401.6,0.1744,2.39457
NITROGEN,ATTACHMENT,,0.0,0.0
NITROGEN,ROTATION 2-0,-0.00148,12.897,0.27846
NITROGEN,ROTATION 3-1,-0.00247,10.9883,0.30167
NITROGEN,ROTATION 4-2,-0.00345,29.0047,0.18568
NITROGEN,ROTATION 5-3,-0.00444,17.0192,0.2424
NITROGEN,ROTATION 6-4,-0.00543,37.1609,0.16404
NITROGEN,ROTATION 7-5,-0.00641,19.2967,0.22765
NITROGEN,ROTATION 8-6,-0.0074,38.0866,0.16204
NITROGEN,ROTATION 9-7,-0.00839,18.0783,0.23519
NITROGEN,ROTATION 10-8,-0.00937,33.2863,0.17333
NITROGEN,ROTATION 11-9,-0.0104,14.8984,0.25908
NITROGEN,ROTATION 12-10,-0.0113,25.7937,0.1969
NITROGEN,ROTATION 13-11,-0.0123,10.8481,0.30361
NITROGEN,ROTATION 14-12,-0.0133,17.912,0.23628
NITROGEN,ROTATION 15-13,-0.0143,7.1711,0.37343
NITROGEN,ROTATION 16-14,-0.0153,11.0844,0.30036
NITROGEN,ROTATION 17-15,-0.0163,4.2765,0.48357
NITROGEN,ROTATION 18-16,-0.0173,6.3557,0.39666
NITROGEN,ROTATION 19-17,-0.0183,2.3227,0.65615
NITROGEN,ROTATION 20-18,-0.0192,3.3266,0.54828
NITROGEN,ROTATION 21-19,-0.0202,1.163,0.92728
NITROGEN,ROTATION 22-20,-0.0212,1.6051,0.78931
NITROGEN,ROTATION 23-21,-0.0222,0.5215,1.38475
NITROGEN,ROTATION 24-22,-0.0232,0.6953,1.19926
NITROGEN,ROTATION 25-23,-0.0242,0.2231,2.11714
NITROGEN,ROTATION 26-24,-0.0252,0.2896,1.85824
NITROGEN,ROTATION 27-25,-0.0261,0.0855,3.41993
NITROGEN,ROTATION 28-26,-0.0271,0.1016,3.13728
NITROGEN,ROTATION 29-27,-0.0281,0.0311,5.67048
NITROGEN,ROTATION 30-28,-0.0291,0.0381,5.12316
NITROGEN,ROTATION 31-29,-0.0301,0.0089,10.59998
NITROGEN,ROTATION 32-30,-0.0311,0.0118,9.20575
NITROGEN,ROTATION 33-31,-0.0321,0.0027,19.24501
NITROGEN,ROTATION 34-32,-0.0331,0.004,15.81139
NITROGEN,ROTATION 35-33,-0.034,0.0008,35.35534
NITROGEN,ROTATION 36-34,-0.035,0.0011,30.15113
NITROGEN,ROTATION 37-35,-0.036,0.0001,100.0
NITROGEN,ROTATION 38-36,-0.037,0.0003,57.73503
NITROGEN,ROTATION 39-37,-0.038,0.0,0.0
NITROGEN,ROTATION 0-2,0.00148,13.6851,0.27032
NITROGEN,ROTATION 1-3,0.00247,12.0961,0.28753
NITROGEN,ROTATION 2-4,0.00345,33.2519,0.17342
NITROGEN,ROTATION 3-5,0.00444,20.3734,0.22155
NITROGEN,ROTATION 4-6,0.00543,46.2618,0.14702
NITROGEN,ROTATION 5-7,0.00641,24.7855,0.20086
NITROGEN,ROTATION 6-8,0.0074,50.9542,0.14009
NITROGEN,ROTATION 7-9,0.00839,25.2615,0.19896
NITROGEN,ROTATION 8-10,0.00937,48.3246,0.14385
NITROGEN,ROTATION 9-11,0.0104,22.4452,0.21108
NITROGEN,ROTATION 10-12,0.0113,40.319,0.15749
NITROGEN,ROTATION 11-13,0.0123,17.638,0.23811
