Gas,Proceso,Energia,Eventos,Error%
NITROGEN,ELASTIC ANISOTROPIC NITROGEN,,2611.3668,0.01957
NITROGEN,IONISATION N2+ X2SIGMA VIB=0,15.581,0.092,3.2969
NITROGEN,IONISATION N2+ X2SIGMA VIB>0,15.855,0.0208,6.93375
NITROGEN,IONISATION N2+ A2PI VIB=0,16.699,0.0265,6.14295
NITROGEN,IONISATION N2+ A2PI VIB=1,16.935,0.0446,4.73514
NITROGEN,IONISATION N2+ A2PI VIB>1,17.171,0.0655,3.90732
NITROGEN,IONISATION N2+ B2SIGMA,18.751,0.0364,5.24142
NITROGEN,IONISATION N2+ C2SIGMA,23.591,0.0064,12.5
NITROGEN,"DISSOC ION (N+,N)",24.294,0.0513,4.41511
NITROGEN,"DISSOC ION (N+,N*)",24.4,0.0098,10.10153
NITROGEN,"DISSOC ION (N+*,N)",35.7,0.0029,18.56953
NITROGEN,"DISSOC ION (N++,N) AND (N+,N+)",38.8,0.012,9.12871
NITROGEN,IONISATION K-SHELL,401.6,0.0015,25.81989
NITROGEN,ATTACHMENT,,0.0,0.0
NITROGEN,ROTATION 2-0,-0.00148,1.0333,0.98375
NITROGEN,ROTATION 3-1,-0.00247,0.8795,1.06631
NITROGEN,ROTATION 4-2,-0.00345,2.3365,0.65421
NITROGEN,ROTATION 5-3,-0.00444,1.3542,0.85933
NITROGEN,ROTATION 6-4,-0.00543,2.9911,0.57821
NITROGEN,ROTATION 7-5,-0.00641,1.5427,0.80512
NITROGEN,ROTATION 8-6,-0.0074,3.025,0.57496
NITROGEN,ROTATION 9-7,-0.00839,1.4273,0.83703
NITROGEN,ROTATION 10-8,-0.00937,2.6463,0.61472
NITROGEN,ROTATION 11-9,-0.0104,1.1537,0.93101
NITROGEN,ROTATION 12-10,-0.0113,2.0598,0.69677
NITROGEN,ROTATION 13-11,-0.0123,0.8742,1.06953
NITROGEN,ROTATION 14-12,-0.0133,1.4196,0.8393
NITROGEN,ROTATION 15-13,-0.0143,0.5636,1.33203
NITROGEN,ROTATION 16-14,-0.0153,0.8917,1.05899
NITROGEN,ROTATION 17-15,-0.0163,0.3384,1.71904
NITROGEN,ROTATION 18-16,-0.0173,0.5065,1.40511
NITROGEN,ROTATION 19-17,-0.0183,0.1859,2.31932
NITROGEN,ROTATION 20-18,-0.0192,0.2625,1.9518
NITROGEN,ROTATION 21-19,-0.0202,0.0953,3.23932
NITROGEN,ROTATION 22-20,-0.0212,0.1254,2.82391
NITROGEN,ROTATION 23-21,-0.0222,0.0408,4.95074
NITROGEN,ROTATION 24-22,-0.0232,0.0544,4.28746
NITROGEN,ROTATION 25-23,-0.0242,0.0164,7.80869
NITROGEN,ROTATION 26-24,-0.0252,0.0214,6.83586
NITROGEN,ROTATION 27-25,-0.0261,0.006,12.90994
NITROGEN,ROTATION 28-26,-0.0271,0.0088,10.66004
NITROGEN,ROTATION 29-27,-0.0281,0.0025,20.0
NITROGEN,ROTATION 30-28,-0.0291,0.0028,18.89822
NITROGEN,ROTATION 31-29,-0.0301,0.0007,37.79645
NITROGEN,ROTATION 32-30,-0.0311,0.0005,44.72136
NITROGEN,ROTATION 33-31,-0.0321,0.0004,50.0
NITROGEN,ROTATION 34-32,-0.0331,0.0001,100.0
NITROGEN,ROTATION 35-33,-0.034,0.0,0.0
NITROGEN,ROTATION 36-34,-0.035,0.0003,57.73503
NITROGEN,ROTATION 37-35,-0.036,0.0,0.0
NITROGEN,ROTATION 38-36,-0.037,0.0,0.0
NITROGEN,ROTATION 39-37,-0.038,0.0,0.0
NITROGEN,ROTATION 0-2,0.00148,1.0946,0.95581
NITROGEN,ROTATION 1-3,0.00247,0.9709,1.01488
NITROGEN,ROTATION 2-4,0.00345,2.6201,0.61779
NITROGEN,ROTATION 3-5,0.00444,1.6186,0.78601
NITROGEN,ROTATION 4-6,0.00543,3.676,0.52157
NITROGEN,ROTATION 5-7,0.00641,1.9813,0.71044
NITROGEN,ROTATION 6-8,0.0074,4.0776,0.49522
NITROGEN,ROTATION 7-9,0.00839,2.0264,0.70249
NITROGEN,ROTATION 8-10,0.00937,3.8425,0.51014
NITROGEN,ROTATION 9-11,0.0104,1.7951,0.74637
NITROGEN,ROTATION 10-12,0.0113,3.2268,0.55669
NITROGEN,ROTATION 11-13,0.0123,1.4156,0.84048
NITROGEN,ROTATION 12-14,0.0133,2.3992,0.6456
NITROGEN,ROTATION 13-15,0.0143,1.0082,0.99593
NITROGEN,ROTATION 14-16,0.0153,1.6281,0.78372
NITROGEN,ROTATION 15-17,0.0163,0.6611,1.22989
NITROGEN,ROTATION 16-18,0.0173,1.0005,0.99975
NITROGEN,ROTATION 17-19,0.0183,0.3799,1.62243
NITROGEN,ROTATION 18-20,0.0192,0.5773,1.31613
NITROGEN,ROTATION 19-21,0.0202,0.2107,2.17855
NITROGEN,ROTATION 20-22,0.0212,0.2863,1.86891
NITROGEN,ROTATION 21-23,0.0222,0.1024,3.125
NITROGEN,ROTATION 22-24,0.0232,0.1388,2.68414
NITROGEN,ROTATION 23-25,0.0242,0.0419,4.88532
NITROGEN,ROTATION 24-26,0.0252,0.0589,4.12043
NITROGEN,ROTATION 25-27,0.0261,0.0201,7.05346
NITROGEN,ROTATION 26-28,0.0271,0.0227,6.63723
NITROGEN,ROTATION 27-29,0.0281,0.0084,10.91089
NITROGEN,ROTATION 28-30,0.0291,0.0083,10.97643
NITROGEN,ROTATION 29-31,0.0301,0.0024,20.41241
NITROGEN,ROTATION 30-32,0.0311,0.0028,18.89822
NITROGEN,ROTATION 31-33,0.0321,0.0011,30.15113
NITROGEN,ROTATION 32-34,0.0331,0.001,31.62278
NITROGEN,ROTATION 33-35,0.034,0.0003,57.73503
NITROGEN,ROTATION 34-36,0.035,0.0004,50.0
NITROGEN,ROTATION 35-37,0.036,0.0,0.0
NITROGEN,ROTATION 36-38,0.037,0.0,0.0
NITROGEN,ROTATION 37-39,0.038,0.0001,100.0
NITROGEN,VIBRATION V1,-0.2889,0.0,0.0
NITROGEN,VIBRATION V1,0.2889,11.9021,0.28986
NITROGEN,VIBRATION 2V1,0.5742,2.2053,0.67339
NITROGEN,VIBRATION 3V1,0.8559,1.2378,0.89882
NITROGEN,VIBRATION 4V1,1.1342,1.374,0.85311
NITROGEN,VIBRATION 5V1,1.4088,0.4913,1.42668
NITROGEN,VIBRATION 6V1,1.6801,2.6557,0.61364
NITROGEN,VIBRATION 7V1,1.9475,0.2017,2.22662
NITROGEN,VIBRATION 8V1,2.2115,0.0489,4.52216
NITROGEN,VIBRATION 9V1,2.4718,0.0201,7.05346
NITROGEN,VIBRATION 10V1,2.7284,0.009,10.54093
NITROGEN,VIBRATION 11V1,2.9815,0.001,31.62278
NITROGEN,VIBRATION 12V1,3.231,0.0004,50.0
NITROGEN,VIBRATION 13V1,3.4769,0.0002,70.71068
NITROGEN,VIBRATION 14V1,3.7191,0.0001,100.0
NITROGEN,VIBRATION 15V1,3.9576,0.0005,44.72136
NITROGEN,A3SIG V=0-4,6.725,1.1994,0.9131
NITROGEN,A3SIG V=5-9,7.36,2.8526,0.59208
NITROGEN,B 3PI V=0-3,7.744,3.715,0.51882
NITROGEN,W3DEL V=0-5,8.05,0.268,1.93167
NITROGEN,A3SIG V=10-21,8.217,1.549,0.80348
NITROGEN,B 3PI V=4-16,8.451,2.0961,0.69071
NITROGEN,W3DEL V=6-10,8.729,0.4133,1.55549
NITROGEN,A 1PI V=0-3,8.95,0.194,2.27038
NITROGEN,B!3SIG V=0-6,8.974,0.0235,6.52328
NITROGEN,A!1SIG V=0-6,9.191,0.0234,6.5372
NITROGEN,W3DEL V=11-19,9.562,0.1598,2.50156
NITROGEN,W 1DEL V=0-5,9.59,0.0155,8.03219
NITROGEN,A 1PI V=4-15,9.665,0.1495,2.5863
NITROGEN,B!3SIG V=7-18,9.933,0.036,5.27046
NITROGEN,A!1SIG V=7-19,10.174,0.023,6.5938
NITROGEN,W 1DEL V=6-18,10.536,0.0199,7.08881
NITROGEN,C 3PI V=0-4,11.188,0.0795,3.54663
NITROGEN,E 3SIG,11.875,0.0098,10.10153
NITROGEN,A!!1SIG V=0-1,12.289,0.0042,15.43033
NITROGEN,B 1PI V=0-6 F=0.1855,12.781,0.0305,5.72598
NITROGEN,C!1SIG V=0-3 F=0.1500,13.0,0.0182,7.41249
NITROGEN,G 3PI V=0-3,13.001,0.0027,19.24501
NITROGEN,C3 1PI V=0-3 F=0.1500,13.076,0.0227,6.63723
NITROGEN,F 3PI V=0-3,13.174,0.0016,25.0
NITROGEN,B 1PI V=7-14 F=0.0663,13.338,0.0094,10.31421
NITROGEN,B!1SIG V=0-10 F=0.0601,13.385,0.0083,10.97643
NITROGEN,O3 1PI V=0-3 F=0.0828,13.628,0.0115,9.32505
NITROGEN,C!1SIG V=4-6 F=0.1390,14.09,0.0166,7.76151
NITROGEN,B!1SIG V=11-24 F=0.2650,14.232,0.0303,5.74485
NITROGEN,E!1SIG F=0.0108,14.36,0.0012,28.86751
NITROGEN,E 1PI F=0.0237,14.45,0.002,22.36068
NITROGEN,SINGLET LEVEL F=0.0117,14.839,0.0006,40.82483
NITROGEN,SUM HIGH SINGLETS F=0.1152,15.2,0.0093,10.36952
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,15.6,0.0297,5.80259
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,16.6,0.0145,8.30455
NITROGEN,BREMSSTRAHLUNG FROM NITROGEN ATOMS,,0.0,0.0
