Gas,Proceso,Energia,Eventos,Error%
ARGON,ELASTIC ANISOTROPIC ARGON,,322761.5195,0.00176
ARGON,IONISATION CHARGE STATE =1,15.75961,350.5919,0.05341
ARGON,IONISATION CHARGE STATE =2,43.38928,14.3307,0.26416
ARGON,IONISATION CHARGE STATE =3,84.124,1.7934,0.74673
ARGON,IONISATION L3 SHELL,248.4,3.763,0.51551
ARGON,IONISATION L2 SHELL,250.6,1.8416,0.73689
ARGON,IONISATION L1 SHELL,326.3,0.8886,1.06083
ARGON,IONISATION K SHELL,3205.9,0.0182,7.41249
ARGON,ATTACHMENT,,0.0,0.0
ARGON,EXC 1S5 J=2 METASTABLE,11.548,10.5074,0.3085
ARGON,EXC 1S4 J=1 RESONANT,11.624,16.9026,0.24323
ARGON,EXC 1S3 J=0 METASTABLE,11.723,1.9206,0.72158
ARGON,EXC 1S2 J=1 RESONANT,11.828,41.3017,0.1556
ARGON,EXC 2P10 J=1,12.907,2.0795,0.69346
ARGON,EXC 2P9 J=3,13.076,2.2045,0.67351
ARGON,EXC 2P8 J=2,13.095,2.2692,0.66384
ARGON,EXC 2P7 J=1,13.153,1.259,0.89122
ARGON,EXC 2P6 J=2,13.172,2.0961,0.69071
ARGON,EXC 2P5 J=0,13.273,1.1287,0.94126
ARGON,EXC 2P4 J=1,13.283,1.2269,0.90281
ARGON,EXC 2P3 J=2,13.302,1.4835,0.82102
ARGON,EXC 2P2 J=1,13.328,0.711,1.18595
ARGON,EXC 2P1 J=0,13.48,3.7247,0.51815
ARGON,EXC 3D6 J=0,13.845,0.887,1.06179
ARGON,EXC 3D5 J=1 RESONANT,13.864,3.5636,0.52973
ARGON,EXC 3D3 J=2,13.903,3.2705,0.55296
ARGON,EXC 3D4! J=4,13.979,3.2032,0.55874
ARGON,EXC 3D4 J=3,14.013,1.3205,0.87022
ARGON,EXC 3D1!! J=2,14.063,1.3707,0.85414
ARGON,EXC 2S5 J=2,14.068,1.3877,0.84889
ARGON,EXC 2S4 J=1 RESONANT,14.09,2.6593,0.61322
ARGON,EXC 3D1! J=3,14.099,0.4618,1.47154
ARGON,EXC 3D2 J=1 RESONANT,14.153,7.5615,0.36366
ARGON,EXC 3S1!!!!J=2,14.214,1.6525,0.77791
ARGON,EXC 3S1!! J=2,14.234,1.0152,0.99249
ARGON,EXC 3S1!!! J=3,14.236,0.6827,1.21028
ARGON,EXC 2S3 J=0,14.241,0.2741,1.91005
ARGON,EXC 2S2 J=1 RESONANT,14.255,1.1283,0.94143
ARGON,EXC 3S1! J=1 RESONANT,14.304,9.1815,0.33002
ARGON,EXC 4D5 J=1 RESONANT,14.711,0.1854,2.32244
ARGON,EXC 3S4 J=1 RESONANT,14.848,1.295,0.87875
ARGON,EXC 4D2 J=1 RESONANT,14.859,4.395,0.477
ARGON,EXC 4S1! J=1 RESONANT,15.004,1.8566,0.73391
ARGON,EXC 3S2 J=1 RESONANT,15.022,1.9683,0.71278
ARGON,EXC 5D5 J=1 RESONANT,15.118,0.3601,1.66644
ARGON,EXC 4S4 J=1 RESONANT,15.186,3.6806,0.52124
ARGON,EXC 5D2 J=1 RESONANT,15.19,3.6641,0.52242
ARGON,EXC 6D5 J=1 RESONANT,15.308,0.0636,3.96526
ARGON,EXC 5S1! J=1 RESONANT,15.351,0.0424,4.85643
ARGON,EXC 4S2 J=1 RESONANT,15.36,0.0595,4.0996
ARGON,EXC 5S4 J=1 RESONANT,15.366,1.0917,0.95708
ARGON,EXC 6D2 J=1 RESONANT,15.374,2.4546,0.63828
ARGON,EXC HIGH J=1 RESONANT,15.66,10.752,0.30497
ARGON,BREMSSTRAHLUNG FROM ARGON ATOM,,0.0034,17.14986
