,CF3 >11.5_Ar** all,CF3 >11.5_Ar** 2exc,CF3 >12.5_Ar** all,CF3 >12.5_Ar** 2exc,CF3 >14.5_Ar** all,CF3 >14.5_Ar** 2exc
0,0.5962017339665062,,0.6634075862863251,,0.9999932587585347,
