,CF3 >11.5_Ar** all,CF3 >11.5_Ar** 2exc,CF3 >12.5_Ar** all,CF3 >12.5_Ar** 2exc,CF3 >14.5_Ar** all,CF3 >14.5_Ar** 2exc,CF4 all_Ar3rd all
0,,,,,,,2.0621931421652024
