concentration,Ar_750,ErrAr_750
0.001,107.0418,0.10346065490538886
0.002,106.98470000000003,0.10343356333934835
0.005,106.44220000000001,0.10317083299296953
0.01,105.55939999999998,0.10274219106517765
0.02,103.9582,0.1019600571238582
0.05,99.31630000000001,0.0996578676593693
0.1,91.59639999999999,0.09570604330840805
0.2,78.07179999999998,0.08835832438236374
0.5,45.5001,0.0674536713415271
1.0,0.0,0.0
