concentration,Ar_763,ErrAr_763
0.001,117.0034,0.1081677653644827
0.002,116.93830000000001,0.10813814088620971
0.005,116.3151,0.10784949190635974
0.01,115.35000000000001,0.10740119616943102
0.02,113.65880000000001,0.10661103927312146
0.05,108.67290000000001,0.10424657737953695
0.1,100.3271,0.10016346425617127
0.2,85.76299999999999,0.09260840859369036
0.5,50.312400000000004,0.07093115189092068
1.0,0.0,0.0
