concentration,Ar_794,ErrAr_794
0.001,112.1794,0.10591443725655171
0.002,112.1075,0.10588095841393982
0.005,111.52969999999999,0.10560762515819117
0.01,110.6001,0.1051666646476434
0.02,108.98680000000002,0.10439691282194097
0.05,104.1626,0.10206038270052932
0.1,96.11479999999999,0.09803817379624266
0.2,82.0815,0.09059893309680583
0.5,48.0292,0.0693030173929056
1.0,0.0,0.0
