concentration,Ar_727,ErrAr_727
0.001,108.1357,0.10398796913587752
0.002,108.0832,0.10396322068548099
0.005,107.5294,0.10369638870638856
0.01,106.642,0.10326769515490464
0.02,105.03960000000001,0.10248899374775446
0.05,100.35510000000001,0.10017769834622796
0.1,92.5441,0.09619987655222838
0.2,78.9148,0.08883408165469886
0.5,46.0376,0.06785092395514886
1.0,0.0,0.0
