fCF4,1.0bar,Err 1.0bar,2.0bar,Err 2.0bar,3.0bar,Err 3.0bar,4.0bar,Err 4.0bar,5.0bar,Err 5.0bar
0.0,0.033838142833663584,0.021560862714124534,0.017120025708732795,0.010908483990122243,0.011391786654719578,0.0072585726806604104,0.008731379462171214,0.005563407599779766,0.0012853864088546976,0.0008190145387233316
0.1,0.033404379599071984,0.018747473841843432,0.016508899378663903,0.009265233146907952,0.009435789184452245,0.005295618214066346,0.005146499635742249,0.0028883519832042103,0.0014023507230523434,0.0007870405309998201
0.2,0.03340407193424657,0.010853137320772413,0.017007302177931755,0.0055255261919599005,0.011320439223651653,0.0036780477589891357,0.00430171832382482,0.0013976401195272222,0.0009519965579862482,0.000309298590428632
0.5,0.032652536939218275,0.006126431963040343,0.017266514910291148,0.0032396094697285196,0.011229745665434032,0.00210701737199495,0.004742739033179406,0.0008898642877313547,0.003860026081533486,0.0007241833548498604
1.0,0.027095678088429467,0.004050328923607227,0.012283667095762093,0.00183615604472294,0.006481268332708166,0.0009687936849539921,0.006795434474598907,0.0010157563275708704,0.003229345801733818,0.0004827027529760297
2.0,0.024693165442008152,0.0016864816401125238,0.011385600944274564,0.0007774639524652539,0.00813961883002013,0.0005558436987224894,0.005832851011155795,0.0003983748055577324,0.0039238596158168585,0.0002678403125277159
5.0,0.010409871184494905,0.0027238681039856473,0.005385150370827106,0.001155167771912245,0.003673910702221537,0.0027722919001715684,0.002820437035559084,0.002358709446260421,0.002502185939377458,0.0023572289965862864
10.0,0.004244641784550751,0.0004605488175296837,0.005277274879365374,0.0005726847221391759,0.000726996715030194,7.886228532523671e-05,0.002262401747103812,0.00024548007123088216,0.0019981833820551537,0.00021676009440883793
20.0,0.0029260432161399164,0.00031748385539595857,0.0030850808383148572,0.0003349746092063944,0.0032975200104137918,0.000357843030767309,0.001672249635695335,0.00018140803602275009,0.004185810496903999,0.0004546182613033003
50.0,0.0015678729044812485,0.0001703285819913076,0.0036151422805233177,0.00039238526942820114,0.001941820472675519,0.00021093156297611546,0.0022842553046062285,0.0002477834767120829,0.004032644627749034,0.00043752200716402694
100.0,0.00046352887642820274,4.672217598133852e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
