fCF4,1.0bar,Err 1.0bar,2.0bar,Err 2.0bar,3.0bar,Err 3.0bar,4.0bar,Err 4.0bar,5.0bar,Err 5.0bar
0.0,0.026799106785261227,0.017075812864497483,0.017049866709317102,0.010863802793422792,0.014287924309382796,0.009103966532496456,0.009913775074407718,0.006316853062553567,0.0058000877998117505,0.00369568782443891
0.1,0.020636918205174666,0.011582061222371228,0.013075642675968684,0.007338440218906537,0.008776231138014803,0.004925490092998681,0.006105457459439188,0.003426566114903919,0.003042181807087822,0.0017073606162541066
0.2,0.015260489750690524,0.0049582508752819224,0.00900468616609315,0.0029256708364178785,0.005666136807218155,0.0018409457804278763,0.003917240897125314,0.0012727470097204762,0.0014874988934324785,0.0004832973376350379
0.5,0.01183005406292155,0.00221964388626512,0.0071906418879031046,0.0013491496516967096,0.00505395635861388,0.0009482387435544193,0.0037279693954045427,0.0006994032309661751,0.0019236150566491032,0.0003608721849850435
1.0,0.007030696502069026,0.0010508706891116252,0.004454312049158255,0.0006657539336470149,0.0029218683948859423,0.00043666971366839314,0.002955824354238027,0.0004417526022960437,0.0013621168948199877,0.00020355914261600873
2.0,0.006010925429945766,0.0004101725646355186,0.003604704675362163,0.0002459103531452442,0.0033042490732291797,0.0002254174591642054,0.002176173397337999,0.0001484404712453851,0.0022936299576411367,0.0001564482387693361
5.0,0.0026659503177242343,0.0004931112935768604,0.0020132988070304956,0.0004129260175664549,0.0020309763027532225,0.0005151906668353168,0.0022829303680472167,0.0005795427051820391,0.001418999454874478,0.001068648229005999
10.0,0.0016818166384194317,0.00018294113723127045,0.0020191910093348936,0.00021932748732747976,0.0024492843577710493,0.00026584010308213727,0.0028991261961000916,0.0003145749189719172,0.0013768071597102956,0.00015007228791596308
20.0,0.0014536735872743953,0.00015854471260131608,0.0020641549238673874,0.0002251513254883775,0.0024346376404049607,0.00026452640437696497,0.002386553300586735,0.0002601376511447394,0.002381017065476968,0.0002583738624504762
50.0,0.0017393638297248971,0.00018964746488840198,0.0017450312734074954,0.0001961724634444297,0.0022071595345413727,0.00024086649809180332,0.0022014308400495675,0.00024067136941731163,0.0020055104994995436,0.00021755662066939976
100.0,0.000154791715272396,8.316182918079487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
