fCF4,1.0bar,Err 1.0bar,2.0bar,Err 2.0bar,3.0bar,Err 3.0bar,4.0bar,Err 4.0bar,5.0bar,Err 5.0bar
0.0,0.05220672961414712,0.03326460111583694,0.03282823909275325,0.020917191780515102,0.0256467900536992,0.016341373133039294,0.020254960824652415,0.012905867970658565,0.007912384013043516,0.0050415351624732594
0.1,0.045567892948664264,0.025573685389601888,0.025354045842656596,0.014229214118107713,0.0191848879426322,0.010766962753205626,0.007073775898815484,0.003969975291387284,0.0010047542896694788,0.0005638921751655733
0.2,0.030713258978235947,0.009978463679406309,0.01462765534647598,0.004752326220856415,0.009360398956983929,0.0030411172741477343,0.0041790601190040445,0.00135772887342889,0.0,0.0
0.5,0.02583553828536043,0.004846860054200026,0.013118095075548971,0.0024610216292707664,0.007463988068907342,0.0014002679751834257,0.0044192553253993554,0.0008290758921977297,0.0022322719757747593,0.00041878668286903116
1.0,0.014139395898793929,0.002113214206116234,0.006440769537290873,0.0009626134211611467,0.0027921591557953235,0.00041730101539586305,0.001622257477100041,0.00024247234614023405,0.0017571488089067405,0.00026261358384377517
2.0,0.009406578964338379,0.0006419237502621619,0.004291498977867772,0.0002928465677240992,0.004678715220285984,0.0003192009772267276,0.000952037902371249,6.493969702857656e-05,0.0005911298616807276,4.04205227872032e-05
5.0,0.003952421567975232,0.0006782752668412211,0.0026716903969488835,0.0018483793071975055,0.0011233849672914538,0.00045225386417472213,0.002399087329684647,0.002378667874130863,0.0007731075326940513,0.0007776530590125974
10.0,0.0009486429903043779,0.0001029124737834317,0.0013628072787237485,0.00014782969634234892,0.0012199954389627236,0.00013234213417082612,0.0006344022428948284,6.882135224872158e-05,0.0007348493657203713,7.971642039100859e-05
20.0,0.0029505814972355287,0.0003201570072841629,0.0024789440286984935,0.00026944600462319284,0.004265232153414089,0.0004626937984206694,0.0027390225075022722,0.00029752754042092206,0.0053307568746130685,0.0005787822324879732
50.0,0.001087167299487608,0.00011803554475102939,0.0028187009669987037,0.0003061438081024503,0.000538538288296089,5.927186433986453e-05,0.0,0.0,0.002630118233020953,0.0002859283227261588
100.0,0.00018136111650423733,1.936684328355875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
