,CF3 >11.5_Ar** all,CF3 >11.5_Ar** 2exc,CF3 >12.5_Ar** all,CF3 >12.5_Ar** 2exc,CF3 >14.5_Ar** all,CF3 >14.5_Ar** 2exc
0,0.6391481527424963,,0.7152444968312458,,0.9999959425273633,
