Gas,Proceso,Energia,Eventos,Error%
CF4,ELASTIC ANISOTROPIC CF4,,3188.3334,0.01771
CF4,ION CF3 +,15.7,66.2219,0.12289
CF4,ION CF2 +,21.47,4.698,0.46136
CF4,ION CF +,29.14,3.6038,0.52677
CF4,ION F +,34.5,6.2748,0.39921
CF4,ION C +,34.77,3.6187,0.52568
CF4,"DOUBLE ION CF3 + , F +",36.0,0.5572,1.33966
CF4,"DOUBLE ION CF2 + , F +",40.0,0.6799,1.21277
CF4,IONS CF3 ++ OR CF2 ++,41.0,0.9632,1.01892
CF4,"DOUBLE ION CF + , F +",43.0,1.6932,0.7685
CF4,"DOUBLE ION C + , F +",63.0,0.7254,1.17412
CF4,IONISATION CARBON K-SHELL,285.0,0.1382,2.68996
CF4,IONISATION FLUORINE K-SHELL,685.4,0.1454,2.62251
CF4,ATTACHMENT,,1.2762,0.8852
CF4,VIB V2 ANISOTROPIC,-0.0539,0.1246,2.83296
CF4,VIB V2 ANISOTROPIC,0.0539,1.4087,0.84254
CF4,VIB V4 ANISOTROPIC,-0.0783,7.5792,0.36324
CF4,VIB V4 ANISOTROPIC,0.0783,232.6315,0.06556
CF4,VIB V1 ANISOTROPIC,-0.1126,0.6572,1.23353
CF4,VIB V1 ANISOTROPIC,0.1126,79.1541,0.1124
CF4,VIB V3 ANISOTROPIC,-0.1588,1.1556,0.93024
CF4,VIB V3 ANISOTROPIC,0.1588,857.2851,0.03415
CF4,VIB 2V3 ANISOTROPIC,0.3176,138.9959,0.08482
CF4,VIB HARMONIC ANISOTROPIC,0.4764,487.5484,0.04529
CF4,NEUTRAL DISS NON-DIPOLE,11.5,0.7459,1.15787
CF4,NEUTRAL DISS DIPOLE F=0.000189,11.63,0.0046,14.7442
CF4,NEUTRAL DISS DIPOLE F=0.001085,11.88,0.0292,5.85206
CF4,NEUTRAL DISS DIPOLE F=0.004807,12.13,0.1084,3.03728
CF4,NEUTRAL DISS DIPOLE F=0.008819,12.38,0.1773,2.3749
CF4,NEUTRAL DISS NON-DIPOLE,12.5,1.3369,0.86487
CF4,NEUTRAL DISS DIPOLE F=0.008918,12.63,0.1753,2.38841
CF4,NEUTRAL DISS DIPOLE F=0.008420,12.88,0.1479,2.60025
CF4,NEUTRAL DISS DIPOLE F=0.02531,13.13,0.4394,1.50859
CF4,NEUTRAL DISS DIPOLE F=0.09553,13.38,1.4962,0.81753
CF4,NEUTRAL DISS DIPOLE F=0.11193,13.63,1.6691,0.77403
CF4,NEUTRAL DISS DIPOLE F=0.10103,13.88,1.4207,0.83897
CF4,NEUTRAL DISS NON-DIPOLE,14.0,2.926,0.58461
CF4,NEUTRAL DISS DIPOLE F=0.06902,14.13,0.931,1.03639
CF4,NEUTRAL DISS DIPOLE F=0.03968,14.38,0.5026,1.41055
CF4,NEUTRAL DISS DIPOLE F=0.02584,14.63,0.3105,1.79461
CF4,NEUTRAL DISS DIPOLE F=0.02071,14.88,0.2456,2.01784
CF4,NEUTRAL DISS DIPOLE F=0.03122,15.13,0.3488,1.69321
CF4,NEUTRAL DISS DIPOLE F=0.05580,15.38,0.6038,1.28693
CF4,NEUTRAL DISS DIPOLE F=0.10187,15.63,1.0635,0.96969
CF4,NEUTRAL DISS DIPOLE F=0.09427,15.88,0.9603,1.02046
CF4,NEUTRAL DISS DIPOLE F=0.05853,16.13,0.5725,1.32164
CF4,NEUTRAL DISS DIPOLE F=0.06002,16.38,0.5736,1.32037
CF4,NEUTRAL DISS DIPOLE F=0.05647,16.63,0.514,1.39482
CF4,NEUTRAL DISS DIPOLE F=0.04885,16.88,0.4381,1.51082
CF4,NEUTRAL DISS DIPOLE F=0.04036,17.13,0.3348,1.72825
CF4,NEUTRAL DISS DIPOLE F=0.03298,17.38,0.2757,1.9045
CF4,NEUTRAL DISS DIPOLE F=0.02593,17.63,0.2093,2.18582
CF4,NEUTRAL DISS DIPOLE F=0.01802,17.88,0.1381,2.69093
CF4,NEUTRAL DISS DIPOLE F=0.01287,18.13,0.1017,3.13574
CF4,NEUTRAL DISS DIPOLE F=0.00830,18.38,0.0587,4.12744
CF4,NEUTRAL DISS DIPOLE F=0.00698,18.63,0.0537,4.31532
CF4,NEUTRAL DISS DIPOLE F=0.00581,18.88,0.0441,4.7619
CF4,NEUTRAL DISS DIPOLE F=0.00502,19.13,0.0362,5.25588
CF4,NEUTRAL DISS DIPOLE F=0.00398,19.38,0.028,5.97614
CF4,NEUTRAL DISS DIPOLE F=0.00189,19.63,0.011,9.53463
CF4,BREMSSTRAHLUNG FROM CARBON ATOM,,0.0002,70.71068
CF4,BREMSSTRAHLUNG FROM FLUORINE ATOMS,,0.0005,44.72136
