Gas,Proceso,Energia,Eventos,Error%
CF4,ELASTIC ANISOTROPIC CF4,,2520.0472,0.01992
CF4,ION CF3 +,15.7,34.9103,0.16925
CF4,ION CF2 +,21.47,2.4912,0.63357
CF4,ION CF +,29.14,1.9224,0.72124
CF4,ION F +,34.5,3.3487,0.54646
CF4,ION C +,34.77,1.946,0.71685
CF4,"DOUBLE ION CF3 + , F +",36.0,0.2963,1.83711
CF4,"DOUBLE ION CF2 + , F +",40.0,0.3637,1.65817
CF4,IONS CF3 ++ OR CF2 ++,41.0,0.5013,1.41238
CF4,"DOUBLE ION CF + , F +",43.0,0.885,1.06299
CF4,"DOUBLE ION C + , F +",63.0,0.4029,1.57544
CF4,IONISATION CARBON K-SHELL,285.0,0.0762,3.62262
CF4,IONISATION FLUORINE K-SHELL,685.4,0.0775,3.59211
CF4,ATTACHMENT,,1.1884,0.91732
CF4,VIB V2 ANISOTROPIC,-0.0539,0.1044,3.09492
CF4,VIB V2 ANISOTROPIC,0.0539,1.161,0.92808
CF4,VIB V4 ANISOTROPIC,-0.0783,6.6659,0.38732
CF4,VIB V4 ANISOTROPIC,0.0783,204.8068,0.06988
CF4,VIB V1 ANISOTROPIC,-0.1126,0.5844,1.30811
CF4,VIB V1 ANISOTROPIC,0.1126,69.5195,0.11994
CF4,VIB V3 ANISOTROPIC,-0.1588,1.0152,0.99249
CF4,VIB V3 ANISOTROPIC,0.1588,744.3586,0.03665
CF4,VIB 2V3 ANISOTROPIC,0.3176,122.5731,0.09032
CF4,VIB HARMONIC ANISOTROPIC,0.4764,429.2957,0.04826
CF4,NEUTRAL DISS NON-DIPOLE,11.5,0.4027,1.57583
CF4,NEUTRAL DISS DIPOLE F=0.000189,11.63,0.002,22.36068
CF4,NEUTRAL DISS DIPOLE F=0.001085,11.88,0.0147,8.24786
CF4,NEUTRAL DISS DIPOLE F=0.004807,12.13,0.0507,4.44116
CF4,NEUTRAL DISS DIPOLE F=0.008819,12.38,0.0892,3.34825
CF4,NEUTRAL DISS NON-DIPOLE,12.5,0.6891,1.20464
CF4,NEUTRAL DISS DIPOLE F=0.008918,12.63,0.0832,3.46688
CF4,NEUTRAL DISS DIPOLE F=0.008420,12.88,0.0767,3.61079
CF4,NEUTRAL DISS DIPOLE F=0.02531,13.13,0.22,2.13201
CF4,NEUTRAL DISS DIPOLE F=0.09553,13.38,0.776,1.13519
CF4,NEUTRAL DISS DIPOLE F=0.11193,13.63,0.8646,1.07546
CF4,NEUTRAL DISS DIPOLE F=0.10103,13.88,0.735,1.16642
CF4,NEUTRAL DISS NON-DIPOLE,14.0,1.4578,0.82823
CF4,NEUTRAL DISS DIPOLE F=0.06902,14.13,0.4887,1.43047
CF4,NEUTRAL DISS DIPOLE F=0.03968,14.38,0.2701,1.92414
CF4,NEUTRAL DISS DIPOLE F=0.02584,14.63,0.1602,2.49844
CF4,NEUTRAL DISS DIPOLE F=0.02071,14.88,0.1262,2.81495
CF4,NEUTRAL DISS DIPOLE F=0.03122,15.13,0.1801,2.35637
CF4,NEUTRAL DISS DIPOLE F=0.05580,15.38,0.3171,1.77583
CF4,NEUTRAL DISS DIPOLE F=0.10187,15.63,0.5467,1.35246
CF4,NEUTRAL DISS DIPOLE F=0.09427,15.88,0.5016,1.41196
CF4,NEUTRAL DISS DIPOLE F=0.05853,16.13,0.2867,1.86761
CF4,NEUTRAL DISS DIPOLE F=0.06002,16.38,0.2979,1.83217
CF4,NEUTRAL DISS DIPOLE F=0.05647,16.63,0.2684,1.93023
CF4,NEUTRAL DISS DIPOLE F=0.04885,16.88,0.2277,2.09565
CF4,NEUTRAL DISS DIPOLE F=0.04036,17.13,0.1858,2.31994
CF4,NEUTRAL DISS DIPOLE F=0.03298,17.38,0.1479,2.60025
CF4,NEUTRAL DISS DIPOLE F=0.02593,17.63,0.1107,3.00557
CF4,NEUTRAL DISS DIPOLE F=0.01802,17.88,0.0711,3.75029
CF4,NEUTRAL DISS DIPOLE F=0.01287,18.13,0.0498,4.48111
CF4,NEUTRAL DISS DIPOLE F=0.00830,18.38,0.0332,5.48821
CF4,NEUTRAL DISS DIPOLE F=0.00698,18.63,0.0269,6.09711
CF4,NEUTRAL DISS DIPOLE F=0.00581,18.88,0.0203,7.01862
CF4,NEUTRAL DISS DIPOLE F=0.00502,19.13,0.0177,7.51646
CF4,NEUTRAL DISS DIPOLE F=0.00398,19.38,0.013,8.77058
CF4,NEUTRAL DISS DIPOLE F=0.00189,19.63,0.0058,13.13064
CF4,BREMSSTRAHLUNG FROM CARBON ATOM,,0.0001,100.0
CF4,BREMSSTRAHLUNG FROM FLUORINE ATOMS,,0.0005,44.72136
