,N,P1,P2,P3,K1,K2,K3,K4,K5
N,1.0,-0.7279255008429005,-0.8135195821468786,2.2733163962877634e-09,-0.08242905677853507,-0.0037166662009605073,-0.7978414627332574,0.42815504459313025,-0.46384626912100746
P1,-0.7279255008429006,1.0000000000000002,0.456788108705021,-0.17545587901638426,0.06000221243952303,0.0027054561058000577,0.5807691463533388,-0.31166497527386877,0.33764552776402024
P2,-0.8135195821468786,0.45678810870502096,1.0,0.5239038034242354,0.06705765182723519,0.003023580734784818,0.649059653382214,-0.3483125129714815,0.3773480230357106
P3,2.2733159240732704e-09,-0.17545587901638401,0.5239038034242358,1.0000000000000002,-1.8738728738098357e-10,-8.449156459108494e-12,-1.8137457021174243e-09,9.733316808458642e-10,-1.0544691099147619e-09
K1,-0.08242905677853495,0.06000221243952308,0.06705765182723467,-1.873880342888677e-10,1.0,-0.05890614711857704,-0.04548650851492221,-0.6894546495089036,0.7533272498166558
K2,-0.0037166662009620152,0.002705456105801039,0.0030235807347859097,-8.44918271518931e-12,-0.058906147118577515,1.0,0.4933496740625726,-0.044546163490670324,-0.2500351141531585
K3,-0.7978414627332584,0.5807691463533394,0.6490596533822147,-1.8137460199949583e-09,-0.04548650851492239,0.4933496740625714,0.9999999999999999,-0.3488293114565337,0.09944607380938872
K4,0.4281550445931304,-0.31166497527386894,-0.34831251297148125,9.73332473784148e-10,-0.6894546495089033,-0.044546163490670095,-0.3488293114565335,1.0,-0.5305312880396218
K5,-0.46384626912100674,0.3376455277640198,0.3773480230357098,-1.0544697673429908e-09,0.7533272498166561,-0.250035114153159,0.09944607380938775,-0.5305312880396218,1.0
