,N,P1,P2,P3,K1,K2,K3,K4,K5
N,1.0,-0.9987108383910662,-0.8971022308502755,-7.116122402632242e-09,-0.09513289103616557,0.0016006378074878557,-0.6874531991264264,0.42854343976290366,-0.4444690942938635
P1,-0.9987108383910659,1.0,0.8953508854012607,-0.0009871666540364186,0.09501024936529481,-0.0015985743266766336,0.6865669608541738,-0.4279909780126007,0.44389610180114203
P2,-0.8971022308502751,0.8953508854012607,1.0,0.39529538800812003,0.08534392877578084,-0.0014359357478806282,0.6167157985414755,-0.38444727582755156,0.39873421603502646
P3,-7.1161212276867645e-09,-0.0009871666540375002,0.3952953880081191,1.0000000000000002,6.769784161641327e-10,-1.1390292102582865e-11,4.892000311011481e-09,-3.0495677071121592e-09,3.162896510245324e-09
K1,-0.09513289103616344,0.09501024936529268,0.0853439287757782,6.769768502908392e-10,1.0000000000000002,-0.11333833681553511,-0.08840968643632266,-0.7443844644608762,0.7654502773411879
K2,0.0016006378074878986,-0.0015985743266766607,-0.0014359357478805283,-1.1390152783755578e-11,-0.11333833681553442,1.0,0.5900619777690362,0.0038145145959734197,-0.29784430347473345
K3,-0.6874531991264267,0.6865669608541741,0.6167157985414762,4.892001321494357e-09,-0.0884096864363207,0.5900619777690363,1.0,-0.2699255051376946,-0.026908585189973726
K4,0.42854343976290193,-0.42799097801259917,-0.38444727582755,-3.049567344023585e-09,-0.744384464460877,0.0038145145959739253,-0.26992550513769287,0.9999999999999998,-0.5669620221331803
K5,-0.4444690942938624,0.4438961018011411,0.39873421603502524,3.1628959958714273e-09,0.7654502773411883,-0.29784430347473395,-0.02690858518997488,-0.5669620221331803,0.9999999999999998
