concentration,electric_field,gap_mm,pressure,ne,ni,CF4,ErrCF4,Ar_dbleStar,ErrAr_dbleStar,CF3,ErrCF3,Ar_3rd,ErrAr_3rd
0.0,12.1,0.57,0.3,1858.52,1857.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18.7,0.57,1.0,7724.8,7723.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,12.1,0.57,0.3,37497.56,37974.56,3994.8670526828946,0.3263996324458651,0.0,0.0,13.186084641240658,0.01875238130417491,0.0,0.0
20.0,18.7,0.57,1.0,5722.42,6475.54,24896.50217914798,2.0858318885978617,0.0,0.0,21.188937547401274,0.06085058048000582,0.0,0.0
20.0,60.0,0.05,1.0,140.58,140.059,39328.63849765258,16.72602287917731,0.0,0.0,210.47801963294918,1.223606019843766,0.0,0.0
40.0,75.0,0.05,1.0,681.362,685.807,60455.39228780003,9.4195155475036,0.0,0.0,261.08735151065076,0.6190189750883358,0.0,0.0
100.0,95.0,0.05,1.0,1389.456,1427.871,1002.1497622090949,0.8492663461083443,0.0,0.0,308.13138379336954,0.4709183003835293,0.0,0.0
