concentration,electric_field,gap_mm,pressure,ne,ni,Ar_3rd,ErrAr_3rd
100.0,95.0,0.05,1.0,1389.456,1427.871,0.0,0.0
0.0,18.7,0.57,1.0,7724.8,7723.8,0.0,0.0
40.0,75.0,0.05,1.0,681.362,685.807,0.0,0.0
20.0,12.1,0.57,0.3,37497.56,37974.56,0.0,0.0
20.0,18.7,0.57,1.0,5722.42,6475.54,0.0,0.0
20.0,60.0,0.05,1.0,140.58,140.059,0.0,0.0
