concentration,electric_field,gap_mm,pressure,ne,ni,CF3,ErrCF3
100.0,95.0,0.05,1.0,1389.456,1427.871,299.8415122934775,0.45824886000044607
0.0,18.7,0.57,1.0,7724.8,7723.8,0.0,0.0
40.0,75.0,0.05,1.0,681.362,685.807,238.7333462621408,0.5900048557738602
20.0,12.1,0.57,0.3,37497.56,37974.56,11.942600519927026,0.017733851908067325
20.0,18.7,0.57,1.0,5722.42,6475.54,16.833036318206666,0.05098509525415925
20.0,60.0,0.05,1.0,140.58,140.059,195.0106740730692,1.1799773775766855
